id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,lotSize,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,bedrooms,bathrooms,squareFootage,yearBuilt,hoa,builder
"2617-Dorena-Dr,-Orlando,-FL-32839","2617 Dorena Dr, Orlando, FL 32839",2617 Dorena Dr,,Orlando,FL,32839,Orange,28.48418,-81.414806,Single Family,8716.0,Inactive,269500,,2023-09-21T00:00:00.000Z,2023-09-26T00:00:00.000Z,2023-09-21T00:00:00.000Z,2023-09-25T00:00:00.000Z,5,,,,,,3.0,2.0,1262.0,1987.0,,
"3725-Castle-Pines-Ln,-Apt-4335,-Orlando,-FL-32839","3725 Castle Pines Ln, Apt 4335, Orlando, FL 32839",3725 Castle Pines Ln,Apt 4335,Orlando,FL,32839,Orange,28.479284,-81.421287,Condo,10019.0,Inactive,185000,,2023-09-21T00:00:00.000Z,2023-09-26T00:00:00.000Z,2023-09-22T00:00:00.000Z,2023-09-25T00:00:00.000Z,5,,,,,,2.0,2.0,947.0,2000.0,,
"1940-Lake-Atriums-Cir,-Apt-95,-Orlando,-FL-32839","1940 Lake Atriums Cir, Apt 95, Orlando, FL 32839",1940 Lake Atriums Cir,Apt 95,Orlando,FL,32839,Orange,28.489677,-81.406643,Condo,7214.0,Inactive,110000,,2023-01-31T00:00:00.000Z,2023-09-24T00:00:00.000Z,2020-11-20T12:03:47.271Z,2023-09-23T00:00:00.000Z,236,,,,,,1.0,1.0,526.0,1986.0,,
"1919-Ludlow-Ln,---3701,-Orlando,-FL-32839","1919 Ludlow Ln, # 3701, Orlando, FL 32839",1919 Ludlow Ln,# 3701,Orlando,FL,32839,Orange,28.502193,-81.404587,Condo,604.0,Inactive,126900,,2023-08-17T00:00:00.000Z,2023-09-23T00:00:00.000Z,2023-08-11T00:00:00.000Z,2023-09-22T00:00:00.000Z,37,,,,,,2.0,1.5,1164.0,1975.0,,
"5802-Defiance-Ave,-Orlando,-FL-32839","5802 Defiance Ave, Orlando, FL 32839",5802 Defiance Ave,,Orlando,FL,32839,Orange,28.474654,-81.38177,Single Family,9530.0,Inactive,425000,,2023-08-17T00:00:00.000Z,2023-09-23T00:00:00.000Z,2023-08-18T00:00:00.000Z,2023-09-22T00:00:00.000Z,37,,,,,,3.0,2.0,1730.0,1967.0,,
"5647-Tomoka-Dr,-Orlando,-FL-32839","5647 Tomoka Dr, Orlando, FL 32839",5647 Tomoka Dr,,Orlando,FL,32839,Orange,28.477648,-81.393994,Single Family,24394.0,Inactive,475000,,2023-06-30T00:00:00.000Z,2023-09-22T00:00:00.000Z,2022-02-04T12:24:20.337Z,2023-09-21T00:00:00.000Z,84,,,,,,5.0,4.0,1960.0,1971.0,,
"5088-Stratemeyer-Dr,-Orlando,-FL-32839","5088 Stratemeyer Dr, Orlando, FL 32839",5088 Stratemeyer Dr,,Orlando,FL,32839,Orange,28.484796,-81.375307,Single Family,7833.0,Inactive,385000,,2023-08-13T00:00:00.000Z,2023-09-22T00:00:00.000Z,2023-08-14T00:00:00.000Z,2023-09-21T00:00:00.000Z,40,,,,,,3.0,2.0,1789.0,1987.0,,
"3605-Conroy-Rd,-Apt-538,-Orlando,-FL-32839","3605 Conroy Rd, Apt 538, Orlando, FL 32839",3605 Conroy Rd,Apt 538,Orlando,FL,32839,Orange,28.489575,-81.421214,Condo,13939.0,Inactive,265000,,2023-05-04T00:00:00.000Z,2023-09-21T00:00:00.000Z,2023-05-06T00:00:00.000Z,2023-09-20T00:00:00.000Z,140,,,,,,2.0,2.0,1174.0,2003.0,,
"3605-Conroy-Rd,-Apt-511,-Orlando,-FL-32839","3605 Conroy Rd, Apt 511, Orlando, FL 32839",3605 Conroy Rd,Apt 511,Orlando,FL,32839,Orange,28.489575,-81.421214,Condo,13939.0,Inactive,259800,,2023-09-13T00:00:00.000Z,2023-09-21T00:00:00.000Z,2020-09-15T20:14:56.125Z,2023-09-20T00:00:00.000Z,8,,,,,,2.0,2.0,1174.0,2003.0,,
"3420-S-Nashville-Ave,-Orlando,-FL-32839","3420 S Nashville Ave, Orlando, FL 32839",3420 S Nashville Ave,,Orlando,FL,32839,Orange,28.507742,-81.399311,Single Family,6502.0,Inactive,300000,,2023-07-10T00:00:00.000Z,2023-09-19T00:00:00.000Z,2020-10-02T13:19:55.587Z,2023-09-18T00:00:00.000Z,71,,,,,,4.0,3.0,1170.0,1955.0,,
"2418-Lemon-Tree-Ln,-Orlando,-FL-32839","2418 Lemon Tree Ln, Orlando, FL 32839",2418 Lemon Tree Ln,,Orlando,FL,32839,Orange,28.498117,-81.410248,Condo,1082.0,Inactive,164900,,2023-07-19T00:00:00.000Z,2023-09-17T00:00:00.000Z,2023-07-20T00:00:00.000Z,2023-09-16T00:00:00.000Z,60,,,,,,3.0,2.0,1198.0,1976.0,,
"3725-Conroy-Rd,-Apt-2116,-Orlando,-FL-32839","3725 Conroy Rd, Apt 2116, Orlando, FL 32839",3725 Conroy Rd,Apt 2116,Orlando,FL,32839,Orange,28.48827,-81.42393,Condo,13504.0,Inactive,275000,,2023-08-03T00:00:00.000Z,2023-09-17T00:00:00.000Z,2023-08-04T00:00:00.000Z,2023-09-16T00:00:00.000Z,45,,,,,,2.0,2.0,1036.0,2003.0,,
"4341-Aqua-Vista-Dr,---A,-Orlando,-FL-32839","4341 Aqua Vista Dr, # A, Orlando, FL 32839",4341 Aqua Vista Dr,# A,Orlando,FL,32839,Orange,28.498968,-81.41291,Condo,145055.0,Inactive,105000,,2023-09-02T00:00:00.000Z,2023-09-17T00:00:00.000Z,2023-09-03T00:00:00.000Z,2023-09-16T00:00:00.000Z,15,,,,,,3.0,2.0,1198.0,1976.0,,
"3518-Keota-Dr,-Orlando,-FL-32839","3518 Keota Dr, Orlando, FL 32839",3518 Keota Dr,,Orlando,FL,32839,Orange,28.505987,-81.411354,Manufactured,,Inactive,48000,,2023-07-14T00:00:00.000Z,2023-09-16T00:00:00.000Z,2023-07-15T00:00:00.000Z,2023-09-15T00:00:00.000Z,64,,,,,,2.0,2.0,936.0,1974.0,,
"5232-Via-Hacienda-Cir,-Apt-120,-Orlando,-FL-32839","5232 Via Hacienda Cir, Apt 120, Orlando, FL 32839",5232 Via Hacienda Cir,Apt 120,Orlando,FL,32839,Orange,28.489691,-81.408864,Condo,24394.0,Inactive,149999,,2023-08-04T00:00:00.000Z,2023-09-16T00:00:00.000Z,2023-08-05T00:00:00.000Z,2023-09-15T00:00:00.000Z,43,,,,,,2.0,2.0,1073.0,1985.0,,
"4615-Royal-Elm-Dr,-Orlando,-FL-32839","4615 Royal Elm Dr, Orlando, FL 32839",4615 Royal Elm Dr,,Orlando,FL,32839,Orange,28.476097,-81.436096,Single Family,7489.0,Inactive,305000,,2023-09-11T00:00:00.000Z,2023-09-15T00:00:00.000Z,2023-09-12T00:00:00.000Z,2023-09-14T00:00:00.000Z,4,,,,,,3.0,1.0,1267.0,1971.0,,
"2029-Ludlow-Ln,---3304,-Orlando,-FL-32839","2029 Ludlow Ln, # 3304, Orlando, FL 32839",2029 Ludlow Ln,# 3304,Orlando,FL,32839,Orange,28.502515,-81.405423,Condo,781.0,Inactive,159900,,2023-09-12T00:00:00.000Z,2023-09-15T00:00:00.000Z,2023-09-13T00:00:00.000Z,2023-09-14T00:00:00.000Z,3,,,,,,3.0,2.5,1540.0,1975.0,,
"1215-43rd-St,-Orlando,-FL-32839","1215 43rd St, Orlando, FL 32839",1215 43rd St,,Orlando,FL,32839,Orange,28.500318,-81.394508,Single Family,56628.0,Inactive,824900,,2023-02-01T00:00:00.000Z,2023-09-14T00:00:00.000Z,2023-02-02T00:00:00.000Z,2023-09-13T00:00:00.000Z,225,,,,,,4.0,3.0,3254.0,1939.0,,
"626-Del-Rio-St,-Edgewood,-FL-32839","626 Del Rio St, Edgewood, FL 32839",626 Del Rio St,,Edgewood,FL,32839,Orange,28.492613,-81.382478,Single Family,10019.0,Inactive,445000,,2023-07-24T00:00:00.000Z,2023-09-14T00:00:00.000Z,2023-07-25T00:00:00.000Z,2023-09-13T00:00:00.000Z,52,,,,,,4.0,2.0,1940.0,1971.0,,
"3507-Manitou-Dr,-Orlando,-FL-32839","3507 Manitou Dr, Orlando, FL 32839",3507 Manitou Dr,,Orlando,FL,32839,Orange,28.50638,-81.412888,Manufactured,,Inactive,39000,,2023-08-03T00:00:00.000Z,2023-09-13T00:00:00.000Z,2023-08-04T00:00:00.000Z,2023-09-12T00:00:00.000Z,41,,,,,,2.0,2.0,936.0,1972.0,,
"4535-Lakeway-Dr,---3702,-Orlando,-FL-32839","4535 Lakeway Dr, # 3702, Orlando, FL 32839",4535 Lakeway Dr,# 3702,Orlando,FL,32839,Orange,28.499267,-81.411949,Condo,825.0,Inactive,117000,,2023-08-25T00:00:00.000Z,2023-09-12T00:00:00.000Z,2023-08-26T00:00:00.000Z,2023-09-11T00:00:00.000Z,18,,,,,,1.0,1.0,752.0,1983.0,,
"4664-Tower-Pine-Rd,---4664,-Orlando,-FL-32839","4664 Tower Pine Rd, # 4664, Orlando, FL 32839",4664 Tower Pine Rd,# 4664,Orlando,FL,32839,Orange,28.495494,-81.410039,Condo,4226.0,Inactive,199000,,2023-09-07T00:00:00.000Z,2023-09-12T00:00:00.000Z,2023-09-07T00:00:00.000Z,2023-09-11T00:00:00.000Z,5,,,,,,2.0,2.5,1646.0,1982.0,,
"33rd-St,-Orlando,-FL-32839","33rd St, Orlando, FL 32839",33rd St,,Orlando,FL,32839,Orange,28.508979,-81.40281,Land,66211.0,Inactive,1199000,,2020-02-07T00:00:00.000Z,2023-09-09T00:00:00.000Z,2022-08-05T18:38:58.118Z,2023-09-08T00:00:00.000Z,1310,,,,,,,,,,,
"3737-Castle-Pines-Ln,-Apt-4423,-Orlando,-FL-32839","3737 Castle Pines Ln, Apt 4423, Orlando, FL 32839",3737 Castle Pines Ln,Apt 4423,Orlando,FL,32839,Orange,28.478806,-81.421265,Condo,6597.0,Inactive,185000,,2023-02-25T00:00:00.000Z,2023-09-09T00:00:00.000Z,2023-02-25T00:00:00.000Z,2023-09-08T00:00:00.000Z,196,,,,,,3.0,2.0,1206.0,2000.0,,
"1948-Lake-Atriums-Cir,-Apt-118,-Orlando,-FL-32839","1948 Lake Atriums Cir, Apt 118, Orlando, FL 32839",1948 Lake Atriums Cir,Apt 118,Orlando,FL,32839,Orange,28.489223,-81.406636,Condo,9668.0,Inactive,169000,,2023-07-05T00:00:00.000Z,2023-09-09T00:00:00.000Z,2023-07-06T00:00:00.000Z,2023-09-08T00:00:00.000Z,66,,,,,,2.0,2.0,864.0,1986.0,,
"4765-S-Texas-Ave-Apt-B,-Orlando,-FL-32839","4765 S Texas Ave Apt B, Orlando, FL 32839",4765 S Texas Ave Apt B,,Orlando,FL,32839,Orange,28.492498,-81.405411,Condo,10454.0,Inactive,150000,,2023-07-05T00:00:00.000Z,2023-09-09T00:00:00.000Z,2023-07-06T00:00:00.000Z,2023-09-08T00:00:00.000Z,66,,,,,,2.0,2.0,976.0,1973.0,,
"3506-Keota-Dr,-Orlando,-FL-32839","3506 Keota Dr, Orlando, FL 32839",3506 Keota Dr,,Orlando,FL,32839,Orange,28.506409,-81.411552,Manufactured,,Inactive,25000,,2023-03-09T00:00:00.000Z,2023-09-08T00:00:00.000Z,2022-08-21T08:35:49.598Z,2023-09-07T00:00:00.000Z,183,,,,,,2.0,2.0,672.0,1971.0,,
"2019-Onaka-Dr,-Unit-18,-Orlando,-FL-32839","2019 Onaka Dr, Unit 18, Orlando, FL 32839",2019 Onaka Dr,Unit 18,Orlando,FL,32839,Orange,28.507603,-81.4105,Manufactured,,Inactive,49900,,2023-06-30T00:00:00.000Z,2023-09-08T00:00:00.000Z,2023-07-01T00:00:00.000Z,2023-09-07T00:00:00.000Z,70,,,,,,2.0,2.0,840.0,1989.0,,
"1136-Largo-Dr,-Orlando,-FL-32839","1136 Largo Dr, Orlando, FL 32839",1136 Largo Dr,,Orlando,FL,32839,Orange,28.482682,-81.394346,Single Family,9002.0,Inactive,309900,,2023-07-27T00:00:00.000Z,2023-09-07T00:00:00.000Z,2023-07-28T00:00:00.000Z,2023-09-06T00:00:00.000Z,42,,,,,,3.0,1.5,1255.0,1957.0,,
"3504-Manitou-Dr,-Orlando,-FL-32839","3504 Manitou Dr, Orlando, FL 32839",3504 Manitou Dr,,Orlando,FL,32839,Orange,28.506365,-81.413376,Manufactured,,Inactive,41000,,2023-03-16T00:00:00.000Z,2023-09-04T00:00:00.000Z,2023-03-17T00:00:00.000Z,2023-09-03T00:00:00.000Z,172,,,,,,2.0,1.0,672.0,1965.0,,
"3425-Canoga-Dr,-Orlando,-FL-32839","3425 Canoga Dr, Orlando, FL 32839",3425 Canoga Dr,,Orlando,FL,32839,Orange,28.506857,-81.409782,Manufactured,,Inactive,34500,,2023-07-07T00:00:00.000Z,2023-09-04T00:00:00.000Z,2023-07-08T00:00:00.000Z,2023-09-03T00:00:00.000Z,59,,,,,,2.0,1.5,1242.0,1972.0,,
"5501-Pga-Blvd,-Apt-4724,-Orlando,-FL-32839","5501 Pga Blvd, Apt 4724, Orlando, FL 32839",5501 Pga Blvd,Apt 4724,Orlando,FL,32839,Orange,28.47928,-81.422722,Condo,6560.0,Inactive,232000,,2023-08-06T00:00:00.000Z,2023-09-03T00:00:00.000Z,2023-08-07T00:00:00.000Z,2023-09-02T00:00:00.000Z,28,,,,,,3.0,2.0,1206.0,2000.0,,
"5723-Breskin-Dr,-Orlando,-FL-32839","5723 Breskin Dr, Orlando, FL 32839",5723 Breskin Dr,,Orlando,FL,32839,Orange,28.475069,-81.432275,Single Family,8801.0,Inactive,350000,,2023-03-21T00:00:00.000Z,2023-09-02T00:00:00.000Z,2022-09-02T11:31:00.098Z,2023-09-01T00:00:00.000Z,165,,,,,,3.0,2.0,1516.0,1962.0,,
"17-E-Lake-Mary-Dr,-Orlando,-FL-32839","17 E Lake Mary Dr, Orlando, FL 32839",17 E Lake Mary Dr,,Orlando,FL,32839,Orange,28.475625,-81.375566,Single Family,42253.0,Inactive,549500,,2023-05-03T00:00:00.000Z,2023-09-01T00:00:00.000Z,2023-05-04T00:00:00.000Z,2023-08-31T00:00:00.000Z,121,,,,,,3.0,2.0,1494.0,1954.0,,
"5077-Park-Central-Dr,-Apt-1515,-Orlando,-FL-32839","5077 Park Central Dr, Apt 1515, Orlando, FL 32839",5077 Park Central Dr,Apt 1515,Orlando,FL,32839,Orange,28.4937,-81.409581,Condo,7130.0,Inactive,210000,,2023-07-01T00:00:00.000Z,2023-09-01T00:00:00.000Z,2023-07-01T00:00:00.000Z,2023-08-31T00:00:00.000Z,62,,,,,,2.0,2.0,874.0,1994.0,,
"208-Benton-St,-Orlando,-FL-32839","208 Benton St, Orlando, FL 32839",208 Benton St,,Orlando,FL,32839,Orange,28.500783,-81.380717,Single Family,9200.0,Inactive,481000,,2023-08-10T00:00:00.000Z,2023-08-31T00:00:00.000Z,2023-08-10T00:00:00.000Z,2023-08-30T00:00:00.000Z,21,,,,,,3.0,2.0,1757.0,1962.0,,
"4731-S-Texas-Ave,---4731A,-Orlando,-FL-32839","4731 S Texas Ave, # 4731A, Orlando, FL 32839",4731 S Texas Ave,# 4731A,Orlando,FL,32839,Orange,28.492901,-81.406823,Condo,10019.0,Inactive,120000,,2023-08-16T00:00:00.000Z,2023-08-31T00:00:00.000Z,2023-08-16T00:00:00.000Z,2023-08-30T00:00:00.000Z,15,,,,,,2.0,2.0,976.0,1973.0,,
"516-Kenmore-Cir,-Orlando,-FL-32839","516 Kenmore Cir, Orlando, FL 32839",516 Kenmore Cir,,Orlando,FL,32839,Orange,28.479747,-81.380237,Single Family,14810.0,Inactive,299900,,2023-08-27T00:00:00.000Z,2023-08-31T00:00:00.000Z,2023-08-28T00:00:00.000Z,2023-08-30T00:00:00.000Z,4,,,,,,2.0,1.0,1075.0,1952.0,,
"1913-Blossom-Ter,-Orlando,-FL-32839","1913 Blossom Ter, Orlando, FL 32839",1913 Blossom Ter,,Orlando,FL,32839,Orange,28.479153,-81.40398,Multi-Family,20473.0,Inactive,749000,,2023-08-23T00:00:00.000Z,2023-08-30T00:00:00.000Z,2023-08-24T00:00:00.000Z,2023-08-29T00:00:00.000Z,7,,,,,,,,3998.0,1984.0,,
"430-Stimson-St,-Orlando,-FL-32839","430 Stimson St, Orlando, FL 32839",430 Stimson St,,Orlando,FL,32839,Orange,28.498287,-81.383757,Single Family,10890.0,Inactive,450000,,2023-08-24T00:00:00.000Z,2023-08-30T00:00:00.000Z,2021-08-31T16:24:09.873Z,2023-08-29T00:00:00.000Z,6,,,,,,4.0,2.0,2151.0,1961.0,,
"1118-Woodsmere-Ave,-Orlando,-FL-32839","1118 Woodsmere Ave, Orlando, FL 32839",1118 Woodsmere Ave,,Orlando,FL,32839,Orange,28.48132,-81.392938,Single Family,37026.0,Inactive,329000,,2023-08-21T00:00:00.000Z,2023-08-28T00:00:00.000Z,2022-06-03T12:58:26.865Z,2023-08-27T00:00:00.000Z,7,,,,,,3.0,2.0,1417.0,1952.0,,
"3985-Kingsport-Dr,-Orlando,-FL-32839","3985 Kingsport Dr, Orlando, FL 32839",3985 Kingsport Dr,,Orlando,FL,32839,Orange,28.478682,-81.424889,Single Family,6605.0,Inactive,329900,,2023-08-22T00:00:00.000Z,2023-08-28T00:00:00.000Z,2023-08-23T00:00:00.000Z,2023-08-27T00:00:00.000Z,6,,,,,,3.0,2.0,1368.0,1970.0,,
"1416-36th-St,-Orlando,-FL-32839","1416 36th St, Orlando, FL 32839",1416 36th St,,Orlando,FL,32839,Orange,28.506,-81.400461,Single Family,6750.0,Inactive,395000,,2023-07-19T00:00:00.000Z,2023-08-27T00:00:00.000Z,2023-07-20T00:00:00.000Z,2023-08-26T00:00:00.000Z,39,,,,,,3.0,2.0,2180.0,2023.0,,
"4024-Kingsport-Dr,-Orlando,-FL-32839","4024 Kingsport Dr, Orlando, FL 32839",4024 Kingsport Dr,,Orlando,FL,32839,Orange,28.478223,-81.426739,Single Family,6604.0,Inactive,239900,,2023-08-09T00:00:00.000Z,2023-08-25T00:00:00.000Z,2023-08-10T00:00:00.000Z,2023-08-24T00:00:00.000Z,16,,,,,,2.0,2.0,1324.0,1971.0,,
"5161-Picadilly-Circus-Ct,---7,-Orlando,-FL-32839","5161 Picadilly Circus Ct, # 7, Orlando, FL 32839",5161 Picadilly Circus Ct,# 7,Orlando,FL,32839,Orange,28.487632,-81.410306,Condo,568.0,Inactive,195000,,2023-08-22T00:00:00.000Z,2023-08-24T00:00:00.000Z,2023-02-28T00:00:00.000Z,2023-08-23T00:00:00.000Z,2,,,,,,3.0,2.5,1216.0,1974.0,,
"4363-Aqua-Vista-Dr,---L,-Orlando,-FL-32839","4363 Aqua Vista Dr, # L, Orlando, FL 32839",4363 Aqua Vista Dr,# L,Orlando,FL,32839,Orange,28.498891,-81.412698,Condo,1251.0,Inactive,99000,,2023-06-30T00:00:00.000Z,2023-08-23T00:00:00.000Z,2023-07-01T00:00:00.000Z,2023-08-22T00:00:00.000Z,54,,,,,,3.0,2.0,1198.0,1976.0,,
"1932-Lake-Atriums-Cir,-Apt-84,-Orlando,-FL-32839","1932 Lake Atriums Cir, Apt 84, Orlando, FL 32839",1932 Lake Atriums Cir,Apt 84,Orlando,FL,32839,Orange,28.490137,-81.406663,Condo,9668.0,Inactive,161900,,2023-06-02T00:00:00.000Z,2023-08-22T00:00:00.000Z,2023-06-02T00:00:00.000Z,2023-08-21T00:00:00.000Z,81,,,,,,3.0,2.0,1158.0,1986.0,,
"4739-S-Texas-Ave,-Unit-4739B,-Orlando,-FL-32839","4739 S Texas Ave, Unit 4739B, Orlando, FL 32839",4739 S Texas Ave,Unit 4739B,Orlando,FL,32839,Orange,28.49316,-81.405528,Condo,,Inactive,125000,,2023-07-28T00:00:00.000Z,2023-08-19T00:00:00.000Z,2023-07-29T00:00:00.000Z,2023-08-18T00:00:00.000Z,22,,,,,,1.0,1.0,,1973.0,,
"4693-Posada-Dr,-Orlando,-FL-32839","4693 Posada Dr, Orlando, FL 32839",4693 Posada Dr,,Orlando,FL,32839,Orange,28.491968,-81.380513,Single Family,10019.0,Inactive,359900,,2023-08-14T00:00:00.000Z,2023-08-19T00:00:00.000Z,2023-08-14T00:00:00.000Z,2023-08-18T00:00:00.000Z,5,,,,,,4.0,2.0,1940.0,1971.0,,
"1315-37th-St,-Orlando,-FL-32839","1315 37th St, Orlando, FL 32839",1315 37th St,,Orlando,FL,32839,Orange,28.505672,-81.398247,Single Family,6793.0,Inactive,385000,,2023-07-01T00:00:00.000Z,2023-08-18T00:00:00.000Z,2021-12-03T07:44:27.788Z,2023-08-17T00:00:00.000Z,48,,,,,,4.0,2.0,1700.0,2023.0,,
"1932-Lake-Atriums-Cir,-Apt-66,-Orlando,-FL-32839","1932 Lake Atriums Cir, Apt 66, Orlando, FL 32839",1932 Lake Atriums Cir,Apt 66,Orlando,FL,32839,Orange,28.490137,-81.406663,Condo,9668.0,Inactive,155000,,2023-06-12T00:00:00.000Z,2023-08-17T00:00:00.000Z,2022-12-10T08:36:15.795Z,2023-08-16T00:00:00.000Z,66,,,,,,2.0,2.0,864.0,1986.0,,
"1972-Lake-Atriums-Cir,-Apt-198,-Orlando,-FL-32839","1972 Lake Atriums Cir, Apt 198, Orlando, FL 32839",1972 Lake Atriums Cir,Apt 198,Orlando,FL,32839,Orange,28.489331,-81.405735,Condo,8541.0,Inactive,112500,,2023-07-18T00:00:00.000Z,2023-08-17T00:00:00.000Z,2023-07-19T00:00:00.000Z,2023-08-16T00:00:00.000Z,30,,,,,,1.0,1.0,526.0,1986.0,,
"3712-Castle-Pines-Ln,-Apt-4122,-Orlando,-FL-32839","3712 Castle Pines Ln, Apt 4122, Orlando, FL 32839",3712 Castle Pines Ln,Apt 4122,Orlando,FL,32839,Orange,28.479257,-81.420037,Condo,10019.0,Inactive,183000,,2023-03-15T00:00:00.000Z,2023-08-16T00:00:00.000Z,2023-03-16T00:00:00.000Z,2023-08-15T00:00:00.000Z,154,,,,,,2.0,2.0,947.0,2000.0,,
"5145-Stratemeyer-Dr,-Orlando,-FL-32839","5145 Stratemeyer Dr, Orlando, FL 32839",5145 Stratemeyer Dr,,Orlando,FL,32839,Orange,28.485431,-81.378388,Single Family,9639.0,Inactive,505000,,2023-05-01T00:00:00.000Z,2023-08-15T00:00:00.000Z,2023-05-02T00:00:00.000Z,2023-08-14T00:00:00.000Z,106,,,,,,5.0,2.5,2320.0,1988.0,,
"5064-Park-Central-Dr,-Apt-1714,-Orlando,-FL-32839","5064 Park Central Dr, Apt 1714, Orlando, FL 32839",5064 Park Central Dr,Apt 1714,Orlando,FL,32839,Orange,28.493811,-81.410202,Condo,874.0,Inactive,205000,,2023-06-09T00:00:00.000Z,2023-08-15T00:00:00.000Z,2023-06-10T00:00:00.000Z,2023-08-14T00:00:00.000Z,67,,,,,,2.0,2.0,874.0,1994.0,,
"2225-Metropolitan-Way,-Apt-1221,-Orlando,-FL-32839","2225 Metropolitan Way, Apt 1221, Orlando, FL 32839",2225 Metropolitan Way,Apt 1221,Orlando,FL,32839,Orange,28.492819,-81.411072,Condo,874.0,Inactive,205000,,2023-06-09T00:00:00.000Z,2023-08-15T00:00:00.000Z,2023-06-10T00:00:00.000Z,2023-08-14T00:00:00.000Z,67,,,,,,2.0,2.0,874.0,1994.0,,
"5461-Arpana-Dr,-Orlando,-FL-32839","5461 Arpana Dr, Orlando, FL 32839",5461 Arpana Dr,,Orlando,FL,32839,Orange,28.481267,-81.412392,Single Family,7437.0,Inactive,260000,,2023-08-10T00:00:00.000Z,2023-08-15T00:00:00.000Z,2023-08-11T00:00:00.000Z,2023-08-14T00:00:00.000Z,5,,,,,,3.0,2.0,1521.0,1993.0,,
"2406-Grand-Central-Pkwy,-Apt-12,-Orlando,-FL-32839","2406 Grand Central Pkwy, Apt 12, Orlando, FL 32839",2406 Grand Central Pkwy,Apt 12,Orlando,FL,32839,Orange,28.490153,-81.412395,Condo,851.0,Inactive,285000,,2023-08-07T00:00:00.000Z,2023-08-13T00:00:00.000Z,2023-08-08T00:00:00.000Z,2023-08-12T00:00:00.000Z,6,,,,,,3.0,2.0,1457.0,2006.0,,
"2572-Lakeway-Branch-Dr,---2901,-Orlando,-FL-32839","2572 Lakeway Branch Dr, # 2901, Orlando, FL 32839",2572 Lakeway Branch Dr,# 2901,Orlando,FL,32839,Orange,28.499388,-81.411664,Condo,1224.0,Inactive,129000,,2023-05-12T00:00:00.000Z,2023-08-11T00:00:00.000Z,2023-05-15T00:00:00.000Z,2023-08-10T00:00:00.000Z,91,,,,,,2.0,2.0,1132.0,1988.0,,
"4718-Legacy-Oaks-Dr,-Orlando,-FL-32839","4718 Legacy Oaks Dr, Orlando, FL 32839",4718 Legacy Oaks Dr,,Orlando,FL,32839,Orange,28.493744,-81.386641,Single Family,17424.0,Inactive,500000,,2022-10-05T00:00:00.000Z,2023-08-07T00:00:00.000Z,2022-10-06T09:17:21.904Z,2023-08-06T00:00:00.000Z,306,,,,,,3.0,2.0,2285.0,2011.0,,
"2357-Tom-Jones-St,---1,-Orlando,-FL-32839","2357 Tom Jones St, # 1, Orlando, FL 32839",2357 Tom Jones St,# 1,Orlando,FL,32839,Orange,28.487397,-81.41047,Condo,768.0,Inactive,199000,,2023-07-26T00:00:00.000Z,2023-08-05T00:00:00.000Z,2023-07-27T00:00:00.000Z,2023-08-04T00:00:00.000Z,10,,,,,,3.0,2.5,1405.0,1974.0,,
"3508-Keota-Dr,-Orlando,-FL-32839","3508 Keota Dr, Orlando, FL 32839",3508 Keota Dr,,Orlando,FL,32839,Orange,28.506313,-81.411356,Manufactured,,Inactive,40000,,2023-03-31T00:00:00.000Z,2023-08-03T00:00:00.000Z,2021-04-16T05:01:02.460Z,2023-08-02T00:00:00.000Z,125,,,,,,2.0,1.5,1232.0,1969.0,,
"3928-Crayrich-Cir,---Ge,-Orlando,-FL-32839","3928 Crayrich Cir, # Ge, Orlando, FL 32839",3928 Crayrich Cir,# Ge,Orlando,FL,32839,Orange,28.503619,-81.4077,Condo,7046.0,Inactive,114000,,2023-01-09T00:00:00.000Z,2023-08-01T00:00:00.000Z,2022-09-03T09:40:54.402Z,2023-07-31T00:00:00.000Z,204,,,,,,1.0,1.5,762.0,1974.0,,
"2302-Caborn-St,-Orlando,-FL-32839","2302 Caborn St, Orlando, FL 32839",2302 Caborn St,,Orlando,FL,32839,Orange,28.482002,-81.41849,Single Family,7447.0,Inactive,299900,,2023-07-29T00:00:00.000Z,2023-08-01T00:00:00.000Z,2023-07-29T00:00:00.000Z,2023-07-31T00:00:00.000Z,3,,,,,,3.0,2.0,1190.0,1980.0,,
"5213-Via-Hacienda-Cir,-Apt-308,-Orlando,-FL-32839","5213 Via Hacienda Cir, Apt 308, Orlando, FL 32839",5213 Via Hacienda Cir,Apt 308,Orlando,FL,32839,Orange,28.489399,-81.408332,Condo,24336.0,Inactive,135000,,2023-05-30T00:00:00.000Z,2023-07-31T00:00:00.000Z,2021-08-31T08:20:57.633Z,2023-07-30T00:00:00.000Z,62,,,,,,2.0,2.0,934.0,1985.0,,
"5419-Chenault-Ave,-Orlando,-FL-32839","5419 Chenault Ave, Orlando, FL 32839",5419 Chenault Ave,,Orlando,FL,32839,Orange,28.480499,-81.376262,Single Family,7874.0,Inactive,350000,,2023-07-25T00:00:00.000Z,2023-07-31T00:00:00.000Z,2023-07-26T00:00:00.000Z,2023-07-30T00:00:00.000Z,6,,,,,,3.0,1.5,1350.0,1959.0,,
