id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,assessorID,lotSize,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"2100-W-Oak-Ridge-Rd,---2144E,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2144E, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2144E,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2160G,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2160G, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2160G,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2148G,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2148G, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2148G,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2130G,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2130G, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2130G,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2124H,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2124H, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2124H,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2124B,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2124B, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2124B,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2138A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2138A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2138A,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2130A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2130A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2130A,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2124P,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2124P, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2124P,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"925-W-Oak-Ridge-Rd,-Orlando,-FL-32809","925 W Oak Ridge Rd, Orlando, FL 32809",925 W Oak Ridge Rd,,Orlando,FL,32809,Orange,28.473822,-81.392263,Single Family,2.0,2.0,,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2106A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2106A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2106A,Orlando,FL,32809,Orange,28.471664,-81.408119,Apartment,3.0,2.0,1360.0,,,,,,,,,,,,
"2305-Cross-Lake-Rd,-Belle-Isle,-FL-32809","2305 Cross Lake Rd, Belle Isle, FL 32809",2305 Cross Lake Rd,,Belle Isle,FL,32809,Orange,28.486663,-81.35226,Single Family,2.0,2.0,2047.0,1954.0,18-23-30-7164-00-123,6500.0,REPLAT PLEASURE ISLAND H/71 THE W 65 FT OF LOTS 12 & 13,PLEASURE ISLAND REP,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 96752}, '2022': {'year': 2022, 'value': 99655}, '2023': {'year': 2023, 'value': 102645}}","{'2022': {'year': 2022, 'total': 1382}, '2023': {'year': 2023, 'total': 1464}}","{'names': ['Josiane Cathey', 'JOCELYNE M GRAVIANO'], 'mailingAddress': {'id': '2305-Cross-Lake-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '2305 Cross Lake Rd, Belle Isle, FL 32809', 'addressLine1': '2305 Cross Lake Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"5220-Pleasure-Island-Rd,-Belle-Isle,-FL-32809","5220 Pleasure Island Rd, Belle Isle, FL 32809",5220 Pleasure Island Rd,,Belle Isle,FL,32809,Orange,28.4856,-81.351946,Single Family,2.0,1.0,674.0,1950.0,18-23-30-7164-00-370,14063.0,REPLAT PLEASURE ISLAND H/71 LOT 37 & S1/2 OF LOT 38,PLEASURE ISLAND REP,R-1-A,"{'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Convection', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 95270}, '2022': {'year': 2022, 'value': 98128}, '2023': {'year': 2023, 'value': 101072}}","{'2022': {'year': 2022, 'total': 1357}, '2023': {'year': 2023, 'total': 1438}}","{'names': ['Philip Wayne Wilson'], 'mailingAddress': {'id': '5220-Pleasure-Island-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '5220 Pleasure Island Rd, Belle Isle, FL 32809', 'addressLine1': '5220 Pleasure Island Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"5121-Pleasure-Island-Rd,-Apt-2,-Belle-Isle,-FL-32809","5121 Pleasure Island Rd, Apt 2, Belle Isle, FL 32809",5121 Pleasure Island Rd,Apt 2,Belle Isle,FL,32809,Orange,28.486101,-81.350632,,,,,,,,,,,,,,,,
"2372-Hoffner-Ave,-Belle-Isle,-FL-32809","2372 Hoffner Ave, Belle Isle, FL 32809",2372 Hoffner Ave,,Belle Isle,FL,32809,Orange,28.484265,-81.352095,Single Family,3.0,2.0,1875.0,2009.0,18-23-30-8856-05-350,11267.0,VENETIAN GARDENS L/25 LOTS 35 & 36 BLK E,VENETIAN GARDENS,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 276578}, '2022': {'year': 2022, 'value': 284875}, '2023': {'year': 2023, 'value': 293421}}","{'2022': {'year': 2022, 'total': 4398}, '2023': {'year': 2023, 'total': 4590}}","{'names': ['Anthony P Carugno', 'Wendy K Carugno'], 'mailingAddress': {'id': '2372-Hoffner-Ave,-Belle-Isle,-FL-32809', 'formattedAddress': '2372 Hoffner Ave, Belle Isle, FL 32809', 'addressLine1': '2372 Hoffner Ave', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2525-Oak-Is,-Pointe,-Belle-Isle,-FL-32809","2525 Oak Is, Pointe, Belle Isle, FL 32809",2525 Oak Is,Pointe,Belle Isle,FL,32809,Orange,28.489778,-81.350073,Single Family,4.0,4.0,4102.0,1991.0,18-23-30-6031-00-040,23226.0,OAK ISLAND SECOND REPLAT 24/105 LOT 4,OAK ISLAND 2ND REP,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 743745}, '2023': {'year': 2023, 'value': 789039}}","{'2022': {'year': 2022, 'total': 12232}, '2023': {'year': 2023, 'total': 12711}}","{'names': ['Taggart,john P Family Trust'], 'mailingAddress': {'id': '2525-Oak-Is,-POINTE,-Belle-Isle,-FL-32809', 'formattedAddress': '2525 Oak Is, POINTE, Belle Isle, FL 32809', 'addressLine1': '2525 Oak Is', 'addressLine2': 'POINTE', 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2202-Hoffner-Ave,-Belle-Isle,-FL-32809","2202 Hoffner Ave, Belle Isle, FL 32809",2202 Hoffner Ave,,Belle Isle,FL,32809,Orange,28.483298,-81.354454,,,,,,,,,,,,,,,,
"5211-Oak-Island-Rd,-Belle-Isle,-FL-32809","5211 Oak Island Rd, Belle Isle, FL 32809",5211 Oak Island Rd,,Belle Isle,FL,32809,Orange,28.486104,-81.352355,Single Family,3.0,1.0,1530.0,1950.0,18-23-30-7164-00-150,18750.0,REPLAT PLEASURE ISLAND H/71 LOTS 15 & 16,PLEASURE ISLAND REP,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 148213}, '2022': {'year': 2022, 'value': 152659}, '2023': {'year': 2023, 'value': 157239}}","{'2022': {'year': 2022, 'total': 2245}, '2023': {'year': 2023, 'total': 2358}}","{'names': ['Stanley R Beem', 'Nannie Beem'], 'mailingAddress': {'id': '5211-Oak-Island-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '5211 Oak Island Rd, Belle Isle, FL 32809', 'addressLine1': '5211 Oak Island Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"5231-Pleasure-Island-Rd,-Belle-Isle,-FL-32809","5231 Pleasure Island Rd, Belle Isle, FL 32809",5231 Pleasure Island Rd,,Belle Isle,FL,32809,Orange,28.48519,-81.351431,Single Family,3.0,1.0,1327.0,1959.0,18-23-30-7164-00-670,10100.0,REPLAT PLEASURE ISLAND H/71 LOT 67 & NELY 20 FT OF LOTS 68 & 69,PLEASURE ISLAND REP,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 109174}, '2022': {'year': 2022, 'value': 112449}, '2023': {'year': 2023, 'value': 115822}}","{'2022': {'year': 2022, 'total': 1582}, '2023': {'year': 2023, 'total': 1598}}","{'names': ['Helen A Hesson', 'LINDA H ETAL POLLARD'], 'mailingAddress': {'id': '5231-Pleasure-Island-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '5231 Pleasure Island Rd, Belle Isle, FL 32809', 'addressLine1': '5231 Pleasure Island Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2208-Cross-Lake-Rd,-Belle-Isle,-FL-32809","2208 Cross Lake Rd, Belle Isle, FL 32809",2208 Cross Lake Rd,,Belle Isle,FL,32809,Orange,28.486689,-81.352959,,,,,,,,,,,,,,,,
"2316-Hoffner-Ave,-Apt-1,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 1, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 1,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"5110-Pleasure-Island-Rd,-Belle-Isle,-FL-32809","5110 Pleasure Island Rd, Belle Isle, FL 32809",5110 Pleasure Island Rd,,Belle Isle,FL,32809,Orange,28.486899,-81.351311,Single Family,4.0,2.0,2464.0,1989.0,18-23-30-7164-00-460,18750.0,REPLAT PLEASURE ISLAND H/71 LOTS 46 & 47 SEE 4003/3409,PLEASURE ISLAND REP,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 217149}, '2022': {'year': 2022, 'value': 223663}, '2023': {'year': 2023, 'value': 230373}}","{'2022': {'year': 2022, 'total': 3401}, '2023': {'year': 2023, 'total': 3557}}","{'names': ['Robert S Bass', 'Connie Bass'], 'mailingAddress': {'id': '5110-Pleasure-Island-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '5110 Pleasure Island Rd, Belle Isle, FL 32809', 'addressLine1': '5110 Pleasure Island Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"5032-Pleasure-Island-Rd,-Belle-Isle,-FL-32809","5032 Pleasure Island Rd, Belle Isle, FL 32809",5032 Pleasure Island Rd,,Belle Isle,FL,32809,Orange,28.487534,-81.351242,Single Family,4.0,3.0,3459.0,1993.0,18-23-30-6031-00-270,24972.0,OAK ISLAND SECOND REPLAT 24/105 LOT 27 SEE 5044/2794,OAK ISLAND 2ND REP,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 453859}, '2023': {'year': 2023, 'value': 481499}}","{'2022': {'year': 2022, 'total': 7371}, '2023': {'year': 2023, 'total': 7672}}","{'names': ['Passiatore Joseph Lawrence', 'PASSIATORE MARTHA L'], 'mailingAddress': {'id': '5032-Pleasure-Island-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '5032 Pleasure Island Rd, Belle Isle, FL 32809', 'addressLine1': '5032 Pleasure Island Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2316-Hoffner-Ave,-Apt-5,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 5, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 5,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"2111-Hoffner-Ave,-Belle-Isle,-FL-32809","2111 Hoffner Ave, Belle Isle, FL 32809",2111 Hoffner Ave,,Belle Isle,FL,32809,Orange,28.48213,-81.354946,Single Family,2.0,1.0,1142.0,,,,,,,,,,,,
"5111-Oak-Island-Rd,-Belle-Isle,-FL-32809","5111 Oak Island Rd, Belle Isle, FL 32809",5111 Oak Island Rd,,Belle Isle,FL,32809,Orange,28.487358,-81.352091,,,,,,,,,,,,,,,,
"2131-Hoffner-Ave,-Belle-Isle,-FL-32809","2131 Hoffner Ave, Belle Isle, FL 32809",2131 Hoffner Ave,,Belle Isle,FL,32809,Orange,28.482957,-81.354957,Single Family,2.0,1.0,1216.0,1925.0,18-23-30-5120-00-350,14607.0,J H LIVINGSTONS SUB B/33 PART LOT 3 W OF HIWAY OPPOSITE LOTS 3 TO 6 BLK F VENETIAN GARDENS & LAND TO LAKE,LIVINGSTON J H SUB,R-1-AA,"{'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Convection', 'roofType': 'Roll Composition', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 280974}, '2022': {'year': 2022, 'value': 289403}, '2023': {'year': 2023, 'value': 298085}}","{'2022': {'year': 2022, 'total': 4471}, '2023': {'year': 2023, 'total': 4666}}","{'names': ['Andrews Danny J', 'ANDREWS BISSOONDAI'], 'mailingAddress': {'id': '2131-Hoffner-Ave,-Belle-Isle,-FL-32809', 'formattedAddress': '2131 Hoffner Ave, Belle Isle, FL 32809', 'addressLine1': '2131 Hoffner Ave', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"5421-Pasadena-Dr,-Belle-Isle,-FL-32809","5421 Pasadena Dr, Belle Isle, FL 32809",5421 Pasadena Dr,,Belle Isle,FL,32809,Orange,28.482619,-81.352516,Single Family,4.0,2.0,1626.0,1957.0,18-23-30-8856-01-170,,,,,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air'}",,,,,
"2316-Hoffner-Ave,-Apt-2,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 2, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 2,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"2316-Hoffner-Ave,-Apt-8,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 8, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 8,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"2323-Cross-Lake-Rd,-Belle-Isle,-FL-32809","2323 Cross Lake Rd, Belle Isle, FL 32809",2323 Cross Lake Rd,,Belle Isle,FL,32809,Orange,28.486399,-81.351559,Single Family,3.0,1.0,1292.0,1958.0,18-23-30-7164-00-420,6200.0,REPLAT PLEASURE ISLAND H/71 LOTS 42 & 43 (LESS WLY 60.5 FT & ELY 65 FT THEREOF),PLEASURE ISLAND REP,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 90792}, '2022': {'year': 2022, 'value': 93516}, '2023': {'year': 2023, 'value': 96321}}","{'2022': {'year': 2022, 'total': 1282}, '2023': {'year': 2023, 'total': 1360}}","{'names': ['S W Hesson', 'C J L GENCO'], 'mailingAddress': {'id': '2323-Cross-Lake-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '2323 Cross Lake Rd, Belle Isle, FL 32809', 'addressLine1': '2323 Cross Lake Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2215-Hoffner-Ave,-Belle-Isle,-FL-32809","2215 Hoffner Ave, Belle Isle, FL 32809",2215 Hoffner Ave,,Belle Isle,FL,32809,Orange,28.483806,-81.354553,,,,,,,,,,,,,,,,
"5401-Pasadena-Dr,-Belle-Isle,-FL-32809","5401 Pasadena Dr, Belle Isle, FL 32809",5401 Pasadena Dr,,Belle Isle,FL,32809,Orange,28.4837,-81.352578,Single Family,3.0,1.0,1409.0,1949.0,18-23-30-8856-01-030,10458.0,DOC 20220153614 - ERROR IN LEGAL - VENETIAN GARDENS L/25 LOTS 3 & 4 & BEG SW COR OF LOT 2 RUN E TO SE COR SD LOT 2 N TO NE CO,VENETIAN GARDENS,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 295756}, '2022': {'year': 2022, 'value': 304629}, '2023': {'year': 2023, 'value': 313768}}","{'2022': {'year': 2022, 'total': 4711}, '2023': {'year': 2023, 'total': 4841}}","{'names': ['SMITH SHARON GUTHRIE EST THOMAS KENYON SMITH'], 'mailingAddress': {'id': '5401-Pasadena-Dr,-Belle-Isle,-FL-32809', 'formattedAddress': '5401 Pasadena Dr, Belle Isle, FL 32809', 'addressLine1': '5401 Pasadena Dr', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2316-Hoffner-Ave,-Apt-3,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 3, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 3,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"2234-Venetian-Ave,-Belle-Isle,-FL-32809","2234 Venetian Ave, Belle Isle, FL 32809",2234 Venetian Ave,,Belle Isle,FL,32809,Orange,28.482867,-81.353678,,,,,,,,,,,,,,,,
"2311-Cross-Lake-Rd,-Belle-Isle,-FL-32809","2311 Cross Lake Rd, Belle Isle, FL 32809",2311 Cross Lake Rd,,Belle Isle,FL,32809,Orange,28.486605,-81.352082,Single Family,3.0,2.0,2019.0,1954.0,18-23-30-7164-00-121,6050.0,REPLAT PLEASURE ISLAND H/71 THE E 60.5 FT OF W 125.5 FT OF LOTS 12 & 13,PLEASURE ISLAND REP,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 122514}, '2022': {'year': 2022, 'value': 126189}, '2023': {'year': 2023, 'value': 129975}}","{'2022': {'year': 2022, 'total': 1814}, '2023': {'year': 2023, 'total': 1911}}","{'names': ['Marjorie S Skarlupka'], 'mailingAddress': {'id': '2311-Cross-Lake-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '2311 Cross Lake Rd, Belle Isle, FL 32809', 'addressLine1': '2311 Cross Lake Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2316-Hoffner-Ave,-Apt-6,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 6, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 6,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"4909-Oak-Island-Rd,-Belle-Isle,-FL-32809","4909 Oak Island Rd, Belle Isle, FL 32809",4909 Oak Island Rd,,Belle Isle,FL,32809,Orange,28.488461,-81.351608,,,,,,,,,,,,,,,,
"2316-Hoffner-Ave,-Apt-7,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 7, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 7,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"4905-Oak-Island-Rd,-Belle-Isle,-FL-32809","4905 Oak Island Rd, Belle Isle, FL 32809",4905 Oak Island Rd,,Belle Isle,FL,32809,Orange,28.48847,-81.351605,,,,,,,,,,,,,,,,
"2316-Hoffner-Ave,-Apt-10,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 10, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 10,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"5121-Pleasure-Island-Rd,-Apt-1,-Belle-Isle,-FL-32809","5121 Pleasure Island Rd, Apt 1, Belle Isle, FL 32809",5121 Pleasure Island Rd,Apt 1,Belle Isle,FL,32809,Orange,28.486101,-81.350632,Land,,,,,,10019.0,,,,,,,,,
"5115-Pleasure-Island-Rd,-Orlando,-FL-32809","5115 Pleasure Island Rd, Orlando, FL 32809",5115 Pleasure Island Rd,,Orlando,FL,32809,Orange,28.486258,-81.350167,,,,,,,,,,,,,,,,
"5109-Pleasure-Island-Rd,-Belle-Isle,-FL-32809","5109 Pleasure Island Rd, Belle Isle, FL 32809",5109 Pleasure Island Rd,,Belle Isle,FL,32809,Orange,28.486586,-81.350658,Single Family,2.0,2.0,1354.0,1952.0,18-23-30-7166-00-010,25650.0,PLEASURE ISLAND REPLAT 1ST ADD 20/60 LOT 1,PLEASURE ISLAND REP 1ST ADD,R-1-AA,"{'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 249615, 'land': 165000, 'improvements': 84615}, '2023': {'year': 2023, 'value': 283556, 'land': 175000, 'improvements': 108556}}","{'2022': {'year': 2022, 'total': 4753}, '2023': {'year': 2023, 'total': 5087}}","{'names': ['PLEASURE ISLAND TRUST'], 'mailingAddress': {'id': '116-Fernwood-St,-Orlando,-FL-32806', 'formattedAddress': '116 Fernwood St, Orlando, FL 32806', 'addressLine1': '116 Fernwood St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32806'}}",False,
"2229-Venetian-Ave,-Belle-Isle,-FL-32809","2229 Venetian Ave, Belle Isle, FL 32809",2229 Venetian Ave,,Belle Isle,FL,32809,Orange,28.483062,-81.353796,,,,,,,,,,,,,,,,
"5121-Pleasure-Island-Rd,-Apt-3,-Belle-Isle,-FL-32809","5121 Pleasure Island Rd, Apt 3, Belle Isle, FL 32809",5121 Pleasure Island Rd,Apt 3,Belle Isle,FL,32809,Orange,28.486101,-81.350632,,,,,,,,,,,,,,,,
"2316-Hoffner-Ave,-Apt-11,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 11, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 11,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"2316-Hoffner-Ave,-Apt-4,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 4, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 4,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
"4923-Oak-Island-Rd,-Belle-Isle,-FL-32809","4923 Oak Island Rd, Belle Isle, FL 32809",4923 Oak Island Rd,,Belle Isle,FL,32809,Orange,28.489956,-81.351078,Single Family,4.0,5.0,5342.0,1995.0,18-23-30-6031-00-010,22315.0,OAK ISLAND SECOND REPLAT 24/105 LOT 1 (LESS BEG SLY LINE OF LOT 1 & NLY R/W LINE OF OAK ISLAND POINTE TH NWLY 18.61 FT N 14 D,OAK ISLAND 2ND REP,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 1096530}, '2023': {'year': 2023, 'value': 1199430}}","{'2022': {'year': 2022, 'total': 18719}, '2023': {'year': 2023, 'total': 19436}}","{'names': ['Todd Stephen Anderson', 'Michele Lee Anderson'], 'mailingAddress': {'id': '4923-Oak-Island-Rd,-Belle-Isle,-FL-32809', 'formattedAddress': '4923 Oak Island Rd, Belle Isle, FL 32809', 'addressLine1': '4923 Oak Island Rd', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2316-Hoffner-Ave,-Apt-9,-Belle-Isle,-FL-32809","2316 Hoffner Ave, Apt 9, Belle Isle, FL 32809",2316 Hoffner Ave,Apt 9,Belle Isle,FL,32809,Orange,28.484202,-81.353029,,,,,,,,,,,,,,,,
