id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,yearBuilt,bedrooms,bathrooms,squareFootage,assessorID,features,lotSize,legalDescription,subdivision,zoning,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa,lastSalePrice
"2552-Lodgewood-Ln,-Orlando,-FL-32839","2552 Lodgewood Ln, Orlando, FL 32839",2552 Lodgewood Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,1.0,1.0,780.0,092329940241005,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Board & Batten', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",,TYMBER SKAN ON THE LAKE SECTION 2 CONDOCB 1/126 UNIT E BLDG 41,TYMBER SKAN ON LAKE,R-3,"{'2018': {'year': 2018, 'value': 6200, 'land': 1240, 'improvements': 4960}}","{'2018': {'year': 2018, 'total': 102}}","{'names': ['VEGAS DEALS LLC'], 'mailingAddress': {'id': '9331-Elaine-Dr,-New-Port-Richey,-FL-34654', 'addressLine1': '9331 Elaine Dr', 'addressLine2': None, 'city': 'New Port Richey', 'state': 'FL', 'zipCode': '34654'}}",False,,
"2476-Citrus-Club-Ln,-Orlando,-FL-32839","2476 Citrus Club Ln, Orlando, FL 32839",2476 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498584,-81.410317,Condo,1984.0,2.0,2.0,1232.0,092329499404401,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",,LEMON TREE SECTION 4 CONDO CB 9/69 BLDG4 UNIT 401,LEMON TREE CONDO SEC 04 CANYON,R-3,,,{'names': ['']},False,,
"2538-Citrus-Club-Ln,-Orlando,-FL-32839","2538 Citrus Club Ln, Orlando, FL 32839",2538 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498591,-81.4114,Single Family,1984.0,,2.0,,09-23-29-4992-01-105,{'unitCount': 12},,,,,,,,,,
"2537-Lodgewood-Ln,-Orlando,-FL-32839","2537 Lodgewood Ln, Orlando, FL 32839",2537 Lodgewood Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-42-007,{'unitCount': 44},,,,,,,,,,
"4455-S-Texas-Ave,-Apt-104,-Orlando,-FL-32839","4455 S Texas Ave, Apt 104, Orlando, FL 32839",4455 S Texas Ave,Apt 104,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"4455-S-Texas-Ave,-Apt-211,-Orlando,-FL-32839","4455 S Texas Ave, Apt 211, Orlando, FL 32839",4455 S Texas Ave,Apt 211,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"2474-Citrus-Club-Ln,-Orlando,-FL-32839","2474 Citrus Club Ln, Orlando, FL 32839",2474 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498751,-81.410428,Single Family,1984.0,,2.0,,09-23-29-4994-04-405,{'unitCount': 12},,,,,,,,,,
"2477-Citrus-Club-Ln,-Orlando,-FL-32839","2477 Citrus Club Ln, Orlando, FL 32839",2477 Citrus Club Ln,,Orlando,FL,32839,Orange,28.499209,-81.410309,Single Family,1984.0,,2.0,,09-23-29-4996-33-301,{'unitCount': 8},,,,,,,,,,
"2527-Citrus-Club-Ln,-Orlando,-FL-32839","2527 Citrus Club Ln, Orlando, FL 32839",2527 Citrus Club Ln,,Orlando,FL,32839,Orange,28.499052,-81.411341,Single Family,1984.0,,2.0,,09-23-29-4992-03-904,{'unitCount': 12},,,,,,,,,,
"4455-S-Texas-Ave,-Apt-108,-Orlando,-FL-32839","4455 S Texas Ave, Apt 108, Orlando, FL 32839",4455 S Texas Ave,Apt 108,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"2554-Lakeway-Branch-Dr,-Orlando,-FL-32839","2554 Lakeway Branch Dr, Orlando, FL 32839",2554 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499403,-81.411083,Single Family,1987.0,2.0,2.0,1132.0,09-23-29-5002-30-010,{'unitCount': 4},30056.0,,,,,,,,,
"2438-Skan-Ct,-Orlando,-FL-32839","2438 Skan Ct, Orlando, FL 32839",2438 Skan Ct,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-15-008,{'unitCount': 16},,,,,,,,,,
"2491-Lakeway-Branch-Dr,-Orlando,-FL-32839","2491 Lakeway Branch Dr, Orlando, FL 32839",2491 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499637,-81.410384,Single Family,1985.0,,2.0,,09-23-29-4998-22-103,{'unitCount': 24},,,,,,,,,,
"4273-Tymberwood-Ln,-Orlando,-FL-32839","4273 Tymberwood Ln, Orlando, FL 32839",4273 Tymberwood Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-16-004,{'unitCount': 52},,,,,,,,,,
"2550-Lakeway-Branch-Dr,-Orlando,-FL-32839","2550 Lakeway Branch Dr, Orlando, FL 32839",2550 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499403,-81.411083,Single Family,1987.0,,2.0,,09-23-29-5002-30-050,{'unitCount': 4},,,,,,,,,,
"2424-Lemon-Tree-Ln,-Orlando,-FL-32839","2424 Lemon Tree Ln, Orlando, FL 32839",2424 Lemon Tree Ln,,Orlando,FL,32839,Orange,28.498094,-81.410349,Single Family,1976.0,2.0,2.0,976.0,09-23-29-5050-02-040,{'unitCount': 48},,,,,,,,,,
"2456-Citrus-Club-Ln,-Orlando,-FL-32839","2456 Citrus Club Ln, Orlando, FL 32839",2456 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498793,-81.409999,Single Family,1984.0,,2.0,,09-23-29-4994-06-604,{'unitCount': 12},,,,,,,,,,
"2472-Citrus-Club-Ln,-Orlando,-FL-32839","2472 Citrus Club Ln, Orlando, FL 32839",2472 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498688,-81.410304,Single Family,1985.0,,1.0,,09-23-29-5000-05-504,{'unitCount': 2},,,,,,,,,,
"4349-Aqua-Vista-Dr,-Orlando,-FL-32839","4349 Aqua Vista Dr, Orlando, FL 32839",4349 Aqua Vista Dr,,Orlando,FL,32839,Orange,28.498168,-81.411212,Single Family,1976.0,,2.0,,09-23-29-5050-15-030,{'unitCount': 48},,,,,,,,,,
"4139-Windcross-Ln,-Orlando,-FL-32839","4139 Windcross Ln, Orlando, FL 32839",4139 Windcross Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-34-008,{'unitCount': 52},,,,,,,,,,
"4341-Aqua-Vista-Dr,-Orlando,-FL-32839","4341 Aqua Vista Dr, Orlando, FL 32839",4341 Aqua Vista Dr,,Orlando,FL,32839,Orange,28.498168,-81.411212,Single Family,1976.0,,2.0,,09-23-29-5050-15-010,{'unitCount': 28},,,,,,,,,,
"2544-Lemon-Tree-Ln,-Orlando,-FL-32839","2544 Lemon Tree Ln, Orlando, FL 32839",2544 Lemon Tree Ln,,Orlando,FL,32839,Orange,28.498118,-81.411586,Single Family,1976.0,,1.0,,09-23-29-5050-04-010,{'unitCount': 64},,,,,,,,,,
"2442-Citrus-Club-Ln,-Orlando,-FL-32839","2442 Citrus Club Ln, Orlando, FL 32839",2442 Citrus Club Ln,,Orlando,FL,32839,Orange,28.499017,-81.409881,Single Family,1984.0,,2.0,,09-23-29-4994-06-605,{'unitCount': 12},,,,,,,,,,
"4455-S-Texas-Ave,-Apt-208,-Orlando,-FL-32839","4455 S Texas Ave, Apt 208, Orlando, FL 32839",4455 S Texas Ave,Apt 208,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"4455-S-Texas-Ave,-Apt-111,-Orlando,-FL-32839","4455 S Texas Ave, Apt 111, Orlando, FL 32839",4455 S Texas Ave,Apt 111,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"2534-Citrus-Club-Ln,-Orlando,-FL-32839","2534 Citrus Club Ln, Orlando, FL 32839",2534 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498614,-81.411053,Single Family,1987.0,,2.0,,09-23-29-5000-02-204,{'unitCount': 2},,,,,,,,,,
"2540-Lakeway-Branch-Dr,-Orlando,-FL-32839","2540 Lakeway Branch Dr, Orlando, FL 32839",2540 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499403,-81.411083,Single Family,1986.0,,1.0,,09-23-29-5002-31-060,{'unitCount': 8},,,,,,,,,,
"4455-S-Texas-Ave,-Apt-204,-Orlando,-FL-32839","4455 S Texas Ave, Apt 204, Orlando, FL 32839",4455 S Texas Ave,Apt 204,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"2582-Lakeway-Branch-Dr,-Orlando,-FL-32839","2582 Lakeway Branch Dr, Orlando, FL 32839",2582 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.49941,-81.411579,Single Family,1988.0,2.0,2.0,1132.0,09-23-29-5003-29-040,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 8}",,LEMON TREE SECTION 9 CONDO CB 15/148 UNIT 2904 BLDG 29,LEMON TREE CONDO SEC 09,R-3,"{'2018': {'year': 2018, 'value': 41900, 'land': 8380, 'improvements': 33520}}","{'2018': {'year': 2018, 'total': 587}}","{'names': ['MELANIE FRAZIER'], 'mailingAddress': {'id': '3700-Mitchell-Rd,-Orlando,-FL-32808', 'addressLine1': '3700 Mitchell Rd', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32808'}}",False,,
"2497-Lakeway-Branch-Dr,-Orlando,-FL-32839","2497 Lakeway Branch Dr, Orlando, FL 32839",2497 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499637,-81.410384,Single Family,1985.0,2.0,2.0,1231.0,09-23-29-4998-22-102,{'unitCount': 24},,,,,,,,,,
"2544-Lakeway-Branch-Dr,-Orlando,-FL-32839","2544 Lakeway Branch Dr, Orlando, FL 32839",2544 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499403,-81.411083,Single Family,1986.0,,1.0,,09-23-29-5002-31-020,{'unitCount': 8},,,,,,,,,,
"2458-Citrus-Club-Ln,-Orlando,-FL-32839","2458 Citrus Club Ln, Orlando, FL 32839",2458 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498614,-81.411053,Single Family,1985.0,,1.0,,09-23-29-5000-05-505,{'unitCount': 2},,,,,,,,,,
"2542-Citrus-Club-Ln,-Orlando,-FL-32839","2542 Citrus Club Ln, Orlando, FL 32839",2542 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498505,-81.411519,Single Family,1984.0,2.0,2.0,1232.0,09-23-29-4992-01-107,{'unitCount': 12},,,,,,,,,,
"2484-Citrus-Club-Ln,-Orlando,-FL-32839","2484 Citrus Club Ln, Orlando, FL 32839",2484 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498537,-81.410435,Single Family,1984.0,,2.0,,09-23-29-4994-04-402,{'unitCount': 12},,,,,,,,,,
"2564-Barkwater-Dr,-Orlando,-FL-32839","2564 Barkwater Dr, Orlando, FL 32839",2564 Barkwater Dr,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-36-002,{'unitCount': 44},,,,,,,,,,
"2475-Citrus-Club-Ln,-Orlando,-FL-32839","2475 Citrus Club Ln, Orlando, FL 32839",2475 Citrus Club Ln,,Orlando,FL,32839,Orange,28.499209,-81.410309,Single Family,1984.0,,2.0,,09-23-29-4996-33-307,{'unitCount': 8},,,,,,,,,,
"4527-Lakeway-Dr,-Orlando,-FL-32839","4527 Lakeway Dr, Orlando, FL 32839",4527 Lakeway Dr,,Orlando,FL,32839,Orange,28.499165,-81.41178,Single Family,1983.0,,1.0,,09-23-29-4990-03-701,{'unitCount': 4},,,,,,,,,,
"4555-Lakeway-Dr,-Orlando,-FL-32839","4555 Lakeway Dr, Orlando, FL 32839",4555 Lakeway Dr,,Orlando,FL,32839,Orange,28.499165,-81.41178,Single Family,1983.0,,1.5,,09-23-29-4990-03-808,{'unitCount': 4},,,,,,,,,,
"2583-Barkwater-Dr,-Orlando,-FL-32839","2583 Barkwater Dr, Orlando, FL 32839",2583 Barkwater Dr,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-30-002,{'unitCount': 44},,,,,,,,,,
"2522-Lakeway-Branch-Dr,-Orlando,-FL-32839","2522 Lakeway Branch Dr, Orlando, FL 32839",2522 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499637,-81.410384,Single Family,1985.0,,2.0,,09-23-29-4998-33-206,{'unitCount': 24},,,,,,,,,,
"2510-Skan-Ct,-Orlando,-FL-32839","2510 Skan Ct, Orlando, FL 32839",2510 Skan Ct,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-14-001,{'unitCount': 52},,,,,,,,,,
"2559-Barkwater-Dr,-Orlando,-FL-32839","2559 Barkwater Dr, Orlando, FL 32839",2559 Barkwater Dr,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-30-008,{'unitCount': 52},,,,,,,,,,
"4455-S-Texas-Ave,-Apt-202,-Orlando,-FL-32839","4455 S Texas Ave, Apt 202, Orlando, FL 32839",4455 S Texas Ave,Apt 202,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"4265-Tymberwood-Ln,-Orlando,-FL-32839","4265 Tymberwood Ln, Orlando, FL 32839",4265 Tymberwood Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-16-002,{'unitCount': 8},,,,,,,,,,
"2474-Lakeway-Branch-Dr,-Orlando,-FL-32839","2474 Lakeway Branch Dr, Orlando, FL 32839",2474 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499243,-81.410274,Single Family,1984.0,,2.0,,09-23-29-4996-09-903,{'unitCount': 8},,,,,,,,,,
"2468-Lakeway-Branch-Dr,-Orlando,-FL-32839","2468 Lakeway Branch Dr, Orlando, FL 32839",2468 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499462,-81.409778,Single Family,1984.0,,2.0,,09-23-29-4996-09-905,{'unitCount': 8},,,,,,,,,,
"2454-Citrus-Club-Ln,-Orlando,-FL-32839","2454 Citrus Club Ln, Orlando, FL 32839",2454 Citrus Club Ln,,Orlando,FL,32839,Orange,28.49887,-81.41006,Single Family,1984.0,,2.0,,09-23-29-4994-06-608,{'unitCount': 12},,,,,,,,,,
"2533-Lodgewood-Ln,-Orlando,-FL-32839","2533 Lodgewood Ln, Orlando, FL 32839",2533 Lodgewood Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-42-008,{'unitCount': 52},,,,,,,,,,
"4126-Windcross-Ln,-Orlando,-FL-32839","4126 Windcross Ln, Orlando, FL 32839",4126 Windcross Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,4.0,2.0,1476.0,09-23-29-9402-33-005,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Board & Batten', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 8}",,TYMBER SKAN ON THE LAKE SECTION 2 CONDOCB 1/126 UNIT E BLDG 33,TYMBER SKAN ON LAKE,R-3,"{'2018': {'year': 2018, 'value': 11800, 'land': 2360, 'improvements': 9440}}","{'2017': {'year': 2017, 'total': 194}}","{'names': ['BOARD COMM', 'CNTY COMM'], 'mailingAddress': {'id': '201-S-Rosalind-Ave,-Orlando,-FL-32801', 'addressLine1': '201 S Rosalind Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32801'}}",False,,
"4455-S-Texas-Ave,-Apt-106,-Orlando,-FL-32839","4455 S Texas Ave, Apt 106, Orlando, FL 32839",4455 S Texas Ave,Apt 106,Orlando,FL,32839,Orange,28.499134,-81.408044,,,,,,,,,,,,,,,,,
"2525-Citrus-Club-Ln,-Orlando,-FL-32839","2525 Citrus Club Ln, Orlando, FL 32839",2525 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498836,-81.411325,Single Family,1984.0,,2.0,,09-23-29-4992-03-905,{'unitCount': 12},,,,,,,,,,
"2481-Citrus-Club-Ln,-Orlando,-FL-32839","2481 Citrus Club Ln, Orlando, FL 32839",2481 Citrus Club Ln,,Orlando,FL,32839,Orange,28.499209,-81.410309,Single Family,1984.0,,2.0,,09-23-29-4996-33-306,{'unitCount': 8},,,,,,,,,,
"2548-Lodgewood-Ln,-Orlando,-FL-32839","2548 Lodgewood Ln, Orlando, FL 32839",2548 Lodgewood Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,1.0,,09-23-29-9402-41-004,{'unitCount': 16},,,,,,,,,,
"4660-Tower-Pine-Rd,-Orlando,-FL-32839","4660 Tower Pine Rd, Orlando, FL 32839",4660 Tower Pine Rd,,Orlando,FL,32839,Orange,28.496936,-81.409449,Condo,1982.0,2.0,2.0,1450.0,09-23-29-0112-03-660,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",4226.0,ALHAMBRA VILLAGE NO 1 CB 6/124 BLDG 3 UNIT 4660,ALHAMBRA VILLAGE CONDO NO 1,R-3,"{'2021': {'year': 2021, 'value': 87000, 'land': 17400, 'improvements': 69600}, '2022': {'year': 2022, 'value': 94300, 'land': 18860, 'improvements': 75440}, '2023': {'year': 2023, 'value': 116000, 'land': 23200, 'improvements': 92800}}","{'2021': {'year': 2021, 'total': 1290}, '2022': {'year': 2022, 'total': 1381}, '2023': {'year': 2023, 'total': 1594}}","{'names': ['Lisa Arrue Oakley', 'Linda Susan Oakley'], 'type': 'Individual', 'mailingAddress': {'id': '4660-Tower-Pine-Rd,-Orlando,-FL-32839', 'formattedAddress': '4660 Tower Pine Rd, Orlando, FL 32839', 'addressLine1': '4660 Tower Pine Rd', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"4345-Aqua-Vista-Dr,-Orlando,-FL-32839","4345 Aqua Vista Dr, Orlando, FL 32839",4345 Aqua Vista Dr,,Orlando,FL,32839,Orange,28.498168,-81.411212,Single Family,1976.0,,1.0,,09-23-29-5050-15-020,{'unitCount': 28},,,,,,,,,,
"2470-Citrus-Club-Ln,-Orlando,-FL-32839","2470 Citrus Club Ln, Orlando, FL 32839",2470 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498754,-81.410313,Single Family,1985.0,,1.0,,09-23-29-5000-05-508,{'unitCount': 2},,,,,,,,,,
"2416-Lemon-Tree-Ln,-Orlando,-FL-32839","2416 Lemon Tree Ln, Orlando, FL 32839",2416 Lemon Tree Ln,,Orlando,FL,32839,Orange,28.498127,-81.410029,Single Family,1976.0,,2.0,,09-23-29-5050-02-060,{'unitCount': 28},,,,,,,,,,
"4537-Lakeway-Dr,-Orlando,-FL-32839","4537 Lakeway Dr, Orlando, FL 32839",4537 Lakeway Dr,,Orlando,FL,32839,Orange,28.499176,-81.411659,Single Family,1983.0,,1.0,,09-23-29-4990-03-706,{'unitCount': 4},,,,,,,,,,
"2504-Citrus-Club-Ln,-Orlando,-FL-32839","2504 Citrus Club Ln, Orlando, FL 32839",2504 Citrus Club Ln,,Orlando,FL,32839,Orange,28.49848,-81.410713,Single Family,1984.0,,2.0,,09-23-29-4994-03-301,{'unitCount': 12},,,,,,,,,,
"2532-Lakeway-Branch-Dr,-Orlando,-FL-32839","2532 Lakeway Branch Dr, Orlando, FL 32839",2532 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499403,-81.411083,Single Family,1986.0,,1.0,,09-23-29-5002-31-050,{'unitCount': 8},,,,,,,,,,
"2462-Citrus-Club-Ln,-Orlando,-FL-32839","2462 Citrus Club Ln, Orlando, FL 32839",2462 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498614,-81.411053,Single Family,1985.0,,1.0,,09-23-29-5000-05-507,{'unitCount': 2},,,,,,,,,,
"4547-Lakeway-Dr,-Orlando,-FL-32839","4547 Lakeway Dr, Orlando, FL 32839",4547 Lakeway Dr,,Orlando,FL,32839,Orange,28.499165,-81.41178,Single Family,1983.0,,1.5,,09-23-29-4990-03-807,{'unitCount': 4},,,,,,,,,,
"2466-Citrus-Club-Ln,-Orlando,-FL-32839","2466 Citrus Club Ln, Orlando, FL 32839",2466 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498681,-81.410142,Single Family,1985.0,,1.0,,09-23-29-5000-05-506,{'unitCount': 2},,,,,,,,,,
"2571-Barkwater-Dr,-Orlando,-FL-32839","2571 Barkwater Dr, Orlando, FL 32839",2571 Barkwater Dr,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,3.0,2.0,1308.0,092329940230005,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Board & Batten', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",,TYMBER SKAN ON THE LAKE SECTION 2 CONDOCB 1/126 UNIT E BLDG 30,TYMBER SKAN ON LAKE,R-3,"{'2018': {'year': 2018, 'value': 100, 'land': 100}}",,"{'names': ['ORANGE CNTY'], 'mailingAddress': {'id': '201-S-Rosalind-Ave,-Orlando,-FL-32801', 'addressLine1': '201 S Rosalind Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32801'}}",False,,
"4138-Windcross-Ln,-Orlando,-FL-32839","4138 Windcross Ln, Orlando, FL 32839",4138 Windcross Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-33-002,{'unitCount': 8},,,,,,,,,,
"2528-Lemon-Tree-Ln,-Orlando,-FL-32839","2528 Lemon Tree Ln, Orlando, FL 32839",2528 Lemon Tree Ln,,Orlando,FL,32839,Orange,28.498132,-81.411284,Condo,1976.0,2.0,2.0,976.0,092329505004050,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",,LEMON TREE SECTION 1 CONDO CB 3/141 BLDG4 UNIT E,LEMON TREE CONDO SEC 01,R-3,"{'2018': {'year': 2018, 'value': 36100, 'land': 7220, 'improvements': 28880}}","{'2018': {'year': 2018, 'total': 593}}","{'names': [''], 'mailingAddress': {'id': '1855-Griffin-Rd,-A423,-Dania-Beach,-FL-33004', 'addressLine1': '1855 Griffin Rd', 'addressLine2': 'A423', 'city': 'Dania Beach', 'state': 'FL', 'zipCode': '33004'}}",False,,
"4102-Windcross-Ln,-Orlando,-FL-32839","4102 Windcross Ln, Orlando, FL 32839",4102 Windcross Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,2.0,1.0,1008.0,09-23-29-9402-32-004,{'unitCount': 52},,,,,,,,,,
"2550-Citrus-Club-Ln,-Orlando,-FL-32839","2550 Citrus Club Ln, Orlando, FL 32839",2550 Citrus Club Ln,,Orlando,FL,32839,Orange,28.498587,-81.411602,Single Family,1984.0,,2.0,,09-23-29-4992-01-108,{'unitCount': 12},,,,,,,,,,
"4259-Inglenook-Ln,-Orlando,-FL-32839","4259 Inglenook Ln, Orlando, FL 32839",4259 Inglenook Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-39-007,{'unitCount': 44},,,,,,,,,,
"4160-Inglenook-Ln,-Orlando,-FL-32839","4160 Inglenook Ln, Orlando, FL 32839",4160 Inglenook Ln,,Orlando,FL,32839,Orange,28.500145,-81.409926,Single Family,1972.0,,2.0,,09-23-29-9402-35-007,{'unitCount': 44},,,,,,,,,,
"2514-Skan-Ct,-Orlando,-FL-32839","2514 Skan Ct, Orlando, FL 32839",2514 Skan Ct,,Orlando,FL,32839,Orange,28.500166,-81.409726,Single Family,1972.0,,2.0,,09-23-29-9402-14-002,{'unitCount': 44},,,,,,,,,,
"2499-Lakeway-Branch-Dr,-Orlando,-FL-32839","2499 Lakeway Branch Dr, Orlando, FL 32839",2499 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499637,-81.410384,Single Family,1985.0,,2.0,,09-23-29-4998-22-104,{'unitCount': 24},,,,,,,,,,
"2402-Lemon-Tree-Ln,-Orlando,-FL-32839","2402 Lemon Tree Ln, Orlando, FL 32839",2402 Lemon Tree Ln,,Orlando,FL,32839,Orange,28.498291,-81.409835,Single Family,1976.0,3.0,2.0,1198.0,092329505001050,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",,LEMON TREE SECTION 1 CONDO CB 3/141 BLDG1 UNIT E,LEMON TREE CONDO SEC 01,R-3,"{'2018': {'year': 2018, 'value': 38300, 'land': 7660, 'improvements': 30640}}","{'2018': {'year': 2018, 'total': 630}}","{'names': ['RYESTONE LLC'], 'mailingAddress': {'id': '1855-Griffin-Rd,-STE-A407,-Dania-Beach,-FL-33004', 'addressLine1': '1855 Griffin Rd', 'addressLine2': 'STE A407', 'city': 'Dania Beach', 'state': 'FL', 'zipCode': '33004'}}",False,,
"4523-Lakeway-Dr,-Orlando,-FL-32839","4523 Lakeway Dr, Orlando, FL 32839",4523 Lakeway Dr,,Orlando,FL,32839,Orange,28.499167,-81.411793,Single Family,1983.0,,1.0,,09-23-29-4990-03-703,{'unitCount': 4},,,,,,,,,,
"2515-Citrus-Club-Ln,-Orlando,-FL-32839","2515 Citrus Club Ln, Orlando, FL 32839",2515 Citrus Club Ln,,Orlando,FL,32839,Orange,28.49884,-81.411336,Single Family,1984.0,,2.0,,09-23-29-4992-04-006,{'unitCount': 12},,,,,,,,,,
"4529-Lakeway-Dr,-Orlando,-FL-32839","4529 Lakeway Dr, Orlando, FL 32839",4529 Lakeway Dr,,Orlando,FL,32839,Orange,28.499267,-81.411839,Single Family,1983.0,,1.0,,09-23-29-4990-03-705,{'unitCount': 4},,,,,,,,,,
