id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,yearBuilt,bedrooms,bathrooms,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"1910-Conway-Rd,-Apt-141,-Orlando,-FL-32812","1910 Conway Rd, Apt 141, Orlando, FL 32812",1910 Conway Rd,Apt 141,Orlando,FL,32812,Orange,28.517058,-81.33105,,,,,,,,,,,,,,,,
"1906-Conway-Rd,-Apt-128,-Orlando,-FL-32812","1906 Conway Rd, Apt 128, Orlando, FL 32812",1906 Conway Rd,Apt 128,Orlando,FL,32812,Orange,28.517059,-81.33105,,,,,,,,,,,,,,,,
"2592-Conway-Rd,-Apt-1403,-Orlando,-FL-32812","2592 Conway Rd, Apt 1403, Orlando, FL 32812",2592 Conway Rd,Apt 1403,Orlando,FL,32812,Orange,28.515043,-81.334749,Condo,1990.0,1.0,1.0,610.0,771.0,05-23-30-1659-14-030,CONWAY FOREST 2 CONDOMINIUM 10497/3675 UNIT 1403 BLDG 14,CONWAY FOREST 2 CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air'}","{'2021': {'year': 2021, 'value': 95640, 'land': 19128, 'improvements': 76512}, '2022': {'year': 2022, 'value': 105462, 'land': 21092, 'improvements': 84370}, '2023': {'year': 2023, 'value': 118473, 'land': 23695, 'improvements': 94778}}","{'2022': {'year': 2022, 'total': 1491}, '2023': {'year': 2023, 'total': 1645}}","{'names': ['CONWAY FOREST ACQUISITION LLC'], 'type': 'Organization', 'mailingAddress': {'id': '320-N-Main-St,-STE-200,-Ann-Arbor,-MI-48104', 'formattedAddress': '320 N Main St, STE 200, Ann Arbor, MI 48104', 'addressLine1': '320 N Main St', 'addressLine2': 'STE 200', 'city': 'Ann Arbor', 'state': 'MI', 'zipCode': '48104'}}",False,
"2318-Conway-Rd,-Apt-I,-Orlando,-FL-32812","2318 Conway Rd, Apt I, Orlando, FL 32812",2318 Conway Rd,Apt I,Orlando,FL,32812,Orange,28.516428,-81.331043,,,,,,,,,,,,,,,,
"1900-Conway-Rd,-Apt-210,-Orlando,-FL-32812","1900 Conway Rd, Apt 210, Orlando, FL 32812",1900 Conway Rd,Apt 210,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-T2,-Orlando,-FL-32812","2100 Conway Rd, Apt T2, Orlando, FL 32812",2100 Conway Rd,Apt T2,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2440-Conway-Rd,-Apt-314,-Orlando,-FL-32812","2440 Conway Rd, Apt 314, Orlando, FL 32812",2440 Conway Rd,Apt 314,Orlando,FL,32812,Orange,28.516926,-81.331048,,,,,,,,,,,,,,,,
"2199-Conway-Rd,-Apt-1424,-Orlando,-FL-32812","2199 Conway Rd, Apt 1424, Orlando, FL 32812",2199 Conway Rd,Apt 1424,Orlando,FL,32812,Orange,28.51696,-81.330358,,,,,,,,,,,,,,,,
"2414-Conway-Rd,-Apt-142,-Orlando,-FL-32812","2414 Conway Rd, Apt 142, Orlando, FL 32812",2414 Conway Rd,Apt 142,Orlando,FL,32812,Orange,28.515438,-81.331032,,,,,,,,,,,,,,,,
"1729-Watauga-Ave,-Apt-101,-Orlando,-FL-32812","1729 Watauga Ave, Apt 101, Orlando, FL 32812",1729 Watauga Ave,Apt 101,Orlando,FL,32812,Orange,28.522791,-81.335209,,,,,,,,,,,,,,,,
"1691-Watauga-Ave,-Apt-103,-Orlando,-FL-32812","1691 Watauga Ave, Apt 103, Orlando, FL 32812",1691 Watauga Ave,Apt 103,Orlando,FL,32812,Orange,28.523161,-81.335208,,,,,,,,,,,,,,,,
"2458-Conway-Rd,-Apt-80,-Orlando,-FL-32812","2458 Conway Rd, Apt 80, Orlando, FL 32812",2458 Conway Rd,Apt 80,Orlando,FL,32812,Orange,28.516911,-81.331049,,,,,,,,,,,,,,,,
"2344-Conway-Rd,-Apt-C,-Orlando,-FL-32812","2344 Conway Rd, Apt C, Orlando, FL 32812",2344 Conway Rd,Apt C,Orlando,FL,32812,Orange,28.517189,-81.333044,,,,,,,,,,,,,,,,
"1691-Watauga-Ave,-Apt-104,-Orlando,-FL-32812","1691 Watauga Ave, Apt 104, Orlando, FL 32812",1691 Watauga Ave,Apt 104,Orlando,FL,32812,Orange,28.523161,-81.335208,,,,,,,,,,,,,,,,
"2328-Conway-Rd,-Apt-B,-Orlando,-FL-32812","2328 Conway Rd, Apt B, Orlando, FL 32812",2328 Conway Rd,Apt B,Orlando,FL,32812,Orange,28.517675,-81.333466,,,,,,,,,,,,,,,,
"1908-Conway-Rd,-Apt-235,-Orlando,-FL-32812","1908 Conway Rd, Apt 235, Orlando, FL 32812",1908 Conway Rd,Apt 235,Orlando,FL,32812,Orange,28.517058,-81.33105,,,,,,,,,,,,,,,,
"2338-Conway-Rd,-Apt-P,-Orlando,-FL-32812","2338 Conway Rd, Apt P, Orlando, FL 32812",2338 Conway Rd,Apt P,Orlando,FL,32812,Orange,28.517211,-81.334096,,,,,,,,,,,,,,,,
"2462-Conway-Rd,-Apt-63,-Orlando,-FL-32812","2462 Conway Rd, Apt 63, Orlando, FL 32812",2462 Conway Rd,Apt 63,Orlando,FL,32812,Orange,28.516909,-81.331049,,,,,,,,,,,,,,,,
"2580-Conway-Rd,-Apt-1007,-Orlando,-FL-32812","2580 Conway Rd, Apt 1007, Orlando, FL 32812",2580 Conway Rd,Apt 1007,Orlando,FL,32812,Orange,28.514959,-81.333881,Condo,1990.0,2.0,2.0,1085.0,1248.0,05-23-30-1659-10-070,CONWAY FOREST 2 CONDOMINIUM 10497/3675 UNIT 1007 BLDG 10,CONWAY FOREST 2 CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air'}","{'2021': {'year': 2021, 'value': 134527, 'land': 26905, 'improvements': 107622}, '2022': {'year': 2022, 'value': 147948, 'land': 29590, 'improvements': 118358}, '2023': {'year': 2023, 'value': 145421, 'land': 29084, 'improvements': 116337}}","{'2022': {'year': 2022, 'total': 2141}, '2023': {'year': 2023, 'total': 2231}}","{'names': ['CONWAY FOREST ACQUISITION LLC'], 'type': 'Organization', 'mailingAddress': {'id': '320-N-Main-St,-STE-200,-Ann-Arbor,-MI-48104', 'formattedAddress': '320 N Main St, STE 200, Ann Arbor, MI 48104', 'addressLine1': '320 N Main St', 'addressLine2': 'STE 200', 'city': 'Ann Arbor', 'state': 'MI', 'zipCode': '48104'}}",False,
"2100-Conway-Rd,-Apt-Y2,-Orlando,-FL-32812","2100 Conway Rd, Apt Y2, Orlando, FL 32812",2100 Conway Rd,Apt Y2,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"1683-Watauga-Ave,-Apt-104,-Orlando,-FL-32812","1683 Watauga Ave, Apt 104, Orlando, FL 32812",1683 Watauga Ave,Apt 104,Orlando,FL,32812,Orange,28.523229,-81.33521,,,,,,,,,,,,,,,,
"2342-Conway-Rd,-Apt-F,-Orlando,-FL-32812","2342 Conway Rd, Apt F, Orlando, FL 32812",2342 Conway Rd,Apt F,Orlando,FL,32812,Orange,28.517188,-81.333283,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-I3,-Orlando,-FL-32812","2100 Conway Rd, Apt I3, Orlando, FL 32812",2100 Conway Rd,Apt I3,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-T4,-Orlando,-FL-32812","2100 Conway Rd, Apt T4, Orlando, FL 32812",2100 Conway Rd,Apt T4,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-F2,-Orlando,-FL-32812","2100 Conway Rd, Apt F2, Orlando, FL 32812",2100 Conway Rd,Apt F2,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2500-Conway-Rd,-Apt-213,-Orlando,-FL-32812","2500 Conway Rd, Apt 213, Orlando, FL 32812",2500 Conway Rd,Apt 213,Orlando,FL,32812,Orange,28.516904,-81.331049,,,,,,,,,,,,,,,,
"2504-Conway-Rd,-Apt-20,-Orlando,-FL-32812","2504 Conway Rd, Apt 20, Orlando, FL 32812",2504 Conway Rd,Apt 20,Orlando,FL,32812,Orange,28.516902,-81.331049,,,,,,,,,,,,,,,,
"1935-Conway-Rd,-Apt-O5,-Orlando,-FL-32812","1935 Conway Rd, Apt O5, Orlando, FL 32812",1935 Conway Rd,Apt O5,Orlando,FL,32812,Orange,28.519477,-81.330565,Condo,1969.0,1.0,1.0,695.0,2700.0,05-23-30-5469-15-005,MAI KAI APARTMENTS CONDO CB 3/15 BLDG O UNIT 5,MAI KAI APTS CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 56}","{'2021': {'year': 2021, 'value': 69500, 'land': 13900, 'improvements': 55600}, '2022': {'year': 2022, 'value': 76500, 'land': 15300, 'improvements': 61200}, '2023': {'year': 2023, 'value': 86900, 'land': 17380, 'improvements': 69520}}","{'2022': {'year': 2022, 'total': 1196}, '2023': {'year': 2023, 'total': 1319}}","{'names': ['THERESA L SMITH'], 'mailingAddress': {'id': '716-Virginia-Ln,-Apopka,-FL-32703', 'formattedAddress': '716 Virginia Ln, Apopka, FL 32703', 'addressLine1': '716 Virginia Ln', 'addressLine2': None, 'city': 'Apopka', 'state': 'FL', 'zipCode': '32703'}}",True,
"1729-Watauga-Ave,-Apt-102,-Orlando,-FL-32812","1729 Watauga Ave, Apt 102, Orlando, FL 32812",1729 Watauga Ave,Apt 102,Orlando,FL,32812,Orange,28.522791,-81.335209,,,,,,,,,,,,,,,,
"2430-Conway-Rd,-Apt-113,-Orlando,-FL-32812","2430 Conway Rd, Apt 113, Orlando, FL 32812",2430 Conway Rd,Apt 113,Orlando,FL,32812,Orange,28.516929,-81.331048,,,,,,,,,,,,,,,,
"1910-Conway-Rd,-Apt-142,-Orlando,-FL-32812","1910 Conway Rd, Apt 142, Orlando, FL 32812",1910 Conway Rd,Apt 142,Orlando,FL,32812,Orange,28.517058,-81.33105,,,,,,,,,,,,,,,,
"1900-Conway-Rd,-Apt-205,-Orlando,-FL-32812","1900 Conway Rd, Apt 205, Orlando, FL 32812",1900 Conway Rd,Apt 205,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
"2496-Conway-Rd,-Apt-198,-Orlando,-FL-32812","2496 Conway Rd, Apt 198, Orlando, FL 32812",2496 Conway Rd,Apt 198,Orlando,FL,32812,Orange,28.516905,-81.331049,,,,,,,,,,,,,,,,
"2432-Conway-Rd,-Apt-111,-Orlando,-FL-32812","2432 Conway Rd, Apt 111, Orlando, FL 32812",2432 Conway Rd,Apt 111,Orlando,FL,32812,Orange,28.516929,-81.331048,,,,,,,,,,,,,,,,
"2470-Conway-Rd,-Apt-266,-Orlando,-FL-32812","2470 Conway Rd, Apt 266, Orlando, FL 32812",2470 Conway Rd,Apt 266,Orlando,FL,32812,Orange,28.516903,-81.331049,,,,,,,,,,,,,,,,
"2434-Conway-Rd,-Apt-105,-Orlando,-FL-32812","2434 Conway Rd, Apt 105, Orlando, FL 32812",2434 Conway Rd,Apt 105,Orlando,FL,32812,Orange,28.516928,-81.331048,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-Y4,-Orlando,-FL-32812","2100 Conway Rd, Apt Y4, Orlando, FL 32812",2100 Conway Rd,Apt Y4,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2350-Conway-Rd,-Apt-J,-Orlando,-FL-32812","2350 Conway Rd, Apt J, Orlando, FL 32812",2350 Conway Rd,Apt J,Orlando,FL,32812,Orange,28.517174,-81.331297,,,,,,,,,,,,,,,,
"2580-Conway-Rd,-Apt-1006,-Orlando,-FL-32812","2580 Conway Rd, Apt 1006, Orlando, FL 32812",2580 Conway Rd,Apt 1006,Orlando,FL,32812,Orange,28.514959,-81.333881,Condo,1990.0,2.0,2.0,980.0,1143.0,05-23-30-1659-10-060,CONWAY FOREST 2 CONDOMINIUM 10497/3675 UNIT 1006 BLDG 10,CONWAY FOREST 2 CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air'}","{'2021': {'year': 2021, 'value': 128629, 'land': 25726, 'improvements': 102903}, '2022': {'year': 2022, 'value': 146215, 'land': 29243, 'improvements': 116972}, '2023': {'year': 2023, 'value': 144468, 'land': 28894, 'improvements': 115574}}","{'2022': {'year': 2022, 'total': 2056}, '2023': {'year': 2023, 'total': 2144}}","{'names': ['CONWAY FOREST ACQUISITION LLC'], 'type': 'Organization', 'mailingAddress': {'id': '320-N-Main-St,-STE-200,-Ann-Arbor,-MI-48104', 'formattedAddress': '320 N Main St, STE 200, Ann Arbor, MI 48104', 'addressLine1': '320 N Main St', 'addressLine2': 'STE 200', 'city': 'Ann Arbor', 'state': 'MI', 'zipCode': '48104'}}",False,
"2442-Conway-Rd,-Apt-302,-Orlando,-FL-32812","2442 Conway Rd, Apt 302, Orlando, FL 32812",2442 Conway Rd,Apt 302,Orlando,FL,32812,Orange,28.516925,-81.331048,,,,,,,,,,,,,,,,
"2592-Conway-Rd,-Apt-1416,-Orlando,-FL-32812","2592 Conway Rd, Apt 1416, Orlando, FL 32812",2592 Conway Rd,Apt 1416,Orlando,FL,32812,Orange,28.515043,-81.334749,Condo,1990.0,1.0,1.0,610.0,773.0,05-23-30-1659-14-160,CONWAY FOREST 2 CONDOMINIUM 10497/3675 UNIT 1416 BLDG 14,CONWAY FOREST 2 CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air'}","{'2021': {'year': 2021, 'value': 95640, 'land': 19128, 'improvements': 76512}, '2022': {'year': 2022, 'value': 105462, 'land': 21092, 'improvements': 84370}, '2023': {'year': 2023, 'value': 118473, 'land': 23695, 'improvements': 94778}}","{'2022': {'year': 2022, 'total': 1491}, '2023': {'year': 2023, 'total': 1645}}","{'names': ['CONWAY FOREST ACQUISITION LLC'], 'type': 'Organization', 'mailingAddress': {'id': '320-N-Main-St,-STE-200,-Ann-Arbor,-MI-48104', 'formattedAddress': '320 N Main St, STE 200, Ann Arbor, MI 48104', 'addressLine1': '320 N Main St', 'addressLine2': 'STE 200', 'city': 'Ann Arbor', 'state': 'MI', 'zipCode': '48104'}}",False,
"1900-Conway-Rd,-Apt-105,-Orlando,-FL-32812","1900 Conway Rd, Apt 105, Orlando, FL 32812",1900 Conway Rd,Apt 105,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
"2199-Conway-Rd,-Apt-1417,-Orlando,-FL-32812","2199 Conway Rd, Apt 1417, Orlando, FL 32812",2199 Conway Rd,Apt 1417,Orlando,FL,32812,Orange,28.51696,-81.330358,,,,,,,,,,,,,,,,
"2496-Conway-Rd,-Apt-194,-Orlando,-FL-32812","2496 Conway Rd, Apt 194, Orlando, FL 32812",2496 Conway Rd,Apt 194,Orlando,FL,32812,Orange,28.516905,-81.331049,,,,,,,,,,,,,,,,
"1900-Conway-Rd,-Apt-112,-Orlando,-FL-32812","1900 Conway Rd, Apt 112, Orlando, FL 32812",1900 Conway Rd,Apt 112,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
"2340-Conway-Rd,-Apt-O,-Orlando,-FL-32812","2340 Conway Rd, Apt O, Orlando, FL 32812",2340 Conway Rd,Apt O,Orlando,FL,32812,Orange,28.517228,-81.333701,,,,,,,,,,,,,,,,
"2494-Conway-Rd,-Apt-242,-Orlando,-FL-32812","2494 Conway Rd, Apt 242, Orlando, FL 32812",2494 Conway Rd,Apt 242,Orlando,FL,32812,Orange,28.516894,-81.331049,,,,,,,,,,,,,,,,
"2478-Conway-Rd,-Apt-46,-Orlando,-FL-32812","2478 Conway Rd, Apt 46, Orlando, FL 32812",2478 Conway Rd,Apt 46,Orlando,FL,32812,Orange,28.5169,-81.331049,,,,,,,,,,,,,,,,
"2472-Conway-Rd,-Apt-259,-Orlando,-FL-32812","2472 Conway Rd, Apt 259, Orlando, FL 32812",2472 Conway Rd,Apt 259,Orlando,FL,32812,Orange,28.516902,-81.331049,,,,,,,,,,,,,,,,
"2326-Conway-Rd,-Apt-P,-Orlando,-FL-32812","2326 Conway Rd, Apt P, Orlando, FL 32812",2326 Conway Rd,Apt P,Orlando,FL,32812,Orange,28.517675,-81.333157,,,,,,,,,,,,,,,,
"2322-Conway-Rd,-Apt-P,-Orlando,-FL-32812","2322 Conway Rd, Apt P, Orlando, FL 32812",2322 Conway Rd,Apt P,Orlando,FL,32812,Orange,28.517603,-81.332419,,,,,,,,,,,,,,,,
"2340-Conway-Rd,-Apt-J,-Orlando,-FL-32812","2340 Conway Rd, Apt J, Orlando, FL 32812",2340 Conway Rd,Apt J,Orlando,FL,32812,Orange,28.517228,-81.333701,,,,,,,,,,,,,,,,
"2330-Conway-Rd,-Apt-H,-Orlando,-FL-32812","2330 Conway Rd, Apt H, Orlando, FL 32812",2330 Conway Rd,Apt H,Orlando,FL,32812,Orange,28.517624,-81.333814,,,,,,,,,,,,,,,,
"2472-Conway-Rd,-Apt-251,-Orlando,-FL-32812","2472 Conway Rd, Apt 251, Orlando, FL 32812",2472 Conway Rd,Apt 251,Orlando,FL,32812,Orange,28.516902,-81.331049,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-Y8,-Orlando,-FL-32812","2100 Conway Rd, Apt Y8, Orlando, FL 32812",2100 Conway Rd,Apt Y8,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"1935-Conway-Rd,-Apt-B4,-Orlando,-FL-32812","1935 Conway Rd, Apt B4, Orlando, FL 32812",1935 Conway Rd,Apt B4,Orlando,FL,32812,Orange,28.51898,-81.330093,Condo,1969.0,3.0,2.0,1334.0,6535.0,05-23-30-5469-02-004,MAI KAI APARTMENTS CONDO CB 3/15 BLDG B UNIT 4,MAI KAI APTS CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 24}","{'2021': {'year': 2021, 'value': 71985}, '2022': {'year': 2022, 'value': 74145}, '2023': {'year': 2023, 'value': 76369}}","{'2022': {'year': 2022, 'total': 713}, '2023': {'year': 2023, 'total': 741}}","{'names': ['JONES,LILLIAN Z TRUST'], 'mailingAddress': {'id': '15016-Nw-13th-Pl,-Newberry,-FL-32669', 'formattedAddress': '15016 Nw 13th Pl, Newberry, FL 32669', 'addressLine1': '15016 Nw 13th Pl', 'addressLine2': None, 'city': 'Newberry', 'state': 'FL', 'zipCode': '32669'}}",False,
"1713-Watauga-Ave,-Apt-207,-Orlando,-FL-32812","1713 Watauga Ave, Apt 207, Orlando, FL 32812",1713 Watauga Ave,Apt 207,Orlando,FL,32812,Orange,28.522932,-81.335212,,,,,,,,,,,,,,,,
"1904-Conway-Rd,-Apt-122,-Orlando,-FL-32812","1904 Conway Rd, Apt 122, Orlando, FL 32812",1904 Conway Rd,Apt 122,Orlando,FL,32812,Orange,28.517059,-81.33105,,,,,,,,,,,,,,,,
"2404-Conway-Rd,-Apt-162,-Orlando,-FL-32812","2404 Conway Rd, Apt 162, Orlando, FL 32812",2404 Conway Rd,Apt 162,Orlando,FL,32812,Orange,28.515542,-81.331033,,,,,,,,,,,,,,,,
"2464-Conway-Rd,-Apt-60,-Orlando,-FL-32812","2464 Conway Rd, Apt 60, Orlando, FL 32812",2464 Conway Rd,Apt 60,Orlando,FL,32812,Orange,28.516908,-81.331049,,,,,,,,,,,,,,,,
"2328-Conway-Rd,-Apt-I,-Orlando,-FL-32812","2328 Conway Rd, Apt I, Orlando, FL 32812",2328 Conway Rd,Apt I,Orlando,FL,32812,Orange,28.516325,-81.331041,,,,,,,,,,,,,,,,
"2422-Conway-Rd,-Apt-127,-Orlando,-FL-32812","2422 Conway Rd, Apt 127, Orlando, FL 32812",2422 Conway Rd,Apt 127,Orlando,FL,32812,Orange,28.516932,-81.331048,,,,,,,,,,,,,,,,
"2432-Conway-Rd,-Apt-112,-Orlando,-FL-32812","2432 Conway Rd, Apt 112, Orlando, FL 32812",2432 Conway Rd,Apt 112,Orlando,FL,32812,Orange,28.516929,-81.331048,,,,,,,,,,,,,,,,
"1683-Watauga-Ave,-Apt-205,-Orlando,-FL-32812","1683 Watauga Ave, Apt 205, Orlando, FL 32812",1683 Watauga Ave,Apt 205,Orlando,FL,32812,Orange,28.523229,-81.33521,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-S7,-Orlando,-FL-32812","2100 Conway Rd, Apt S7, Orlando, FL 32812",2100 Conway Rd,Apt S7,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2480-Conway-Rd,-Apt-43,-Orlando,-FL-32812","2480 Conway Rd, Apt 43, Orlando, FL 32812",2480 Conway Rd,Apt 43,Orlando,FL,32812,Orange,28.516899,-81.331049,,,,,,,,,,,,,,,,
"1713-Watauga-Ave,-Apt-203,-Orlando,-FL-32812","1713 Watauga Ave, Apt 203, Orlando, FL 32812",1713 Watauga Ave,Apt 203,Orlando,FL,32812,Orange,28.522932,-81.335212,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-O3,-Orlando,-FL-32812","2100 Conway Rd, Apt O3, Orlando, FL 32812",2100 Conway Rd,Apt O3,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2350-Conway-Rd,-Apt-D,-Orlando,-FL-32812","2350 Conway Rd, Apt D, Orlando, FL 32812",2350 Conway Rd,Apt D,Orlando,FL,32812,Orange,28.517174,-81.331297,,,,,,,,,,,,,,,,
"2326-Conway-Rd,-Apt-N,-Orlando,-FL-32812","2326 Conway Rd, Apt N, Orlando, FL 32812",2326 Conway Rd,Apt N,Orlando,FL,32812,Orange,28.517675,-81.333157,,,,,,,,,,,,,,,,
"1935-Conway-Rd,-Apt-I6,-Orlando,-FL-32812","1935 Conway Rd, Apt I6, Orlando, FL 32812",1935 Conway Rd,Apt I6,Orlando,FL,32812,Orange,28.518987,-81.330576,Condo,1969.0,2.0,1.0,952.0,3700.0,05-23-30-5469-09-006,MAI KAI APARTMENTS CONDO CB 3/15 BLDG I UNIT 6,MAI KAI APTS CONDO,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 29242}, '2022': {'year': 2022, 'value': 30119}, '2023': {'year': 2023, 'value': 31023}}","{'2022': {'year': 2022, 'total': 140}, '2023': {'year': 2023, 'total': 104}}","{'names': ['HOPSECGER STRAIN HELEN E EST DAWN LAWRANCE'], 'type': 'Organization', 'mailingAddress': {'id': '1935-Conway-Rd,-APT-I6,-Orlando,-FL-32812', 'formattedAddress': '1935 Conway Rd, APT I6, Orlando, FL 32812', 'addressLine1': '1935 Conway Rd', 'addressLine2': 'APT I6', 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"2334-Conway-Rd,-Apt-C,-Orlando,-FL-32812","2334 Conway Rd, Apt C, Orlando, FL 32812",2334 Conway Rd,Apt C,Orlando,FL,32812,Orange,28.51727,-81.334894,,,,,,,,,,,,,,,,
"1729-Watauga-Ave,-Apt-103,-Orlando,-FL-32812","1729 Watauga Ave, Apt 103, Orlando, FL 32812",1729 Watauga Ave,Apt 103,Orlando,FL,32812,Orange,28.522791,-81.335209,,,,,,,,,,,,,,,,
"2466-Conway-Rd,-Apt-66,-Orlando,-FL-32812","2466 Conway Rd, Apt 66, Orlando, FL 32812",2466 Conway Rd,Apt 66,Orlando,FL,32812,Orange,28.516908,-81.331049,,,,,,,,,,,,,,,,
"2322-Conway-Rd,-Apt-C,-Orlando,-FL-32812","2322 Conway Rd, Apt C, Orlando, FL 32812",2322 Conway Rd,Apt C,Orlando,FL,32812,Orange,28.517603,-81.332419,,,,,,,,,,,,,,,,
"2342-Conway-Rd,-Apt-A,-Orlando,-FL-32812","2342 Conway Rd, Apt A, Orlando, FL 32812",2342 Conway Rd,Apt A,Orlando,FL,32812,Orange,28.517188,-81.333283,,,,,,,,,,,,,,,,
"1900-Conway-Rd,-Apt-103,-Orlando,-FL-32812","1900 Conway Rd, Apt 103, Orlando, FL 32812",1900 Conway Rd,Apt 103,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
"2428-Conway-Rd,-Apt-275,-Orlando,-FL-32812","2428 Conway Rd, Apt 275, Orlando, FL 32812",2428 Conway Rd,Apt 275,Orlando,FL,32812,Orange,28.51693,-81.331048,,,,,,,,,,,,,,,,
"2340-Conway-Rd,-Apt-F,-Orlando,-FL-32812","2340 Conway Rd, Apt F, Orlando, FL 32812",2340 Conway Rd,Apt F,Orlando,FL,32812,Orange,28.517228,-81.333701,,,,,,,,,,,,,,,,
"2420-Conway-Rd,-Apt-129,-Orlando,-FL-32812","2420 Conway Rd, Apt 129, Orlando, FL 32812",2420 Conway Rd,Apt 129,Orlando,FL,32812,Orange,28.516933,-81.331048,,,,,,,,,,,,,,,,
"2468-Conway-Rd,-Apt-72,-Orlando,-FL-32812","2468 Conway Rd, Apt 72, Orlando, FL 32812",2468 Conway Rd,Apt 72,Orlando,FL,32812,Orange,28.516907,-81.331049,,,,,,,,,,,,,,,,
"1900-Conway-Rd,-Apt-209,-Orlando,-FL-32812","1900 Conway Rd, Apt 209, Orlando, FL 32812",1900 Conway Rd,Apt 209,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-U2,-Orlando,-FL-32812","2100 Conway Rd, Apt U2, Orlando, FL 32812",2100 Conway Rd,Apt U2,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-S2,-Orlando,-FL-32812","2100 Conway Rd, Apt S2, Orlando, FL 32812",2100 Conway Rd,Apt S2,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"1713-Watauga-Ave,-Apt-205,-Orlando,-FL-32812","1713 Watauga Ave, Apt 205, Orlando, FL 32812",1713 Watauga Ave,Apt 205,Orlando,FL,32812,Orange,28.522932,-81.335212,,,,,,,,,,,,,,,,
"2334-Conway-Rd,-Apt-L,-Orlando,-FL-32812","2334 Conway Rd, Apt L, Orlando, FL 32812",2334 Conway Rd,Apt L,Orlando,FL,32812,Orange,28.51727,-81.334894,,,,,,,,,,,,,,,,
"2100-Conway-Rd,-Apt-H2,-Orlando,-FL-32812","2100 Conway Rd, Apt H2, Orlando, FL 32812",2100 Conway Rd,Apt H2,Orlando,FL,32812,Orange,28.5183,-81.333081,,,,,,,,,,,,,,,,
"1900-Conway-Rd,-Apt-211,-Orlando,-FL-32812","1900 Conway Rd, Apt 211, Orlando, FL 32812",1900 Conway Rd,Apt 211,Orlando,FL,32812,Orange,28.520144,-81.33215,,,,,,,,,,,,,,,,
