id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,yearBuilt,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"873-Orange-Ave,-Winter-Park,-FL-32789","873 Orange Ave, Winter Park, FL 32789",873 Orange Ave,,Winter Park,FL,32789,Orange,28.590939,-81.359074,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-1307,-Winter-Park,-FL-32789","1099 Clay St, Apt 1307, Winter Park, FL 32789",1099 Clay St,Apt 1307,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"851-S-Orlando-Ave,-Winter-Park,-FL-32789","851 S Orlando Ave, Winter Park, FL 32789",851 S Orlando Ave,,Winter Park,FL,32789,Orange,28.590237,-81.365157,,,,,,,,,,,,,,,,
"1210-Michigan-Ave,-Winter-Park,-FL-32789","1210 Michigan Ave, Winter Park, FL 32789",1210 Michigan Ave,,Winter Park,FL,32789,Orange,28.588463,-81.365162,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-59,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 59, Winter Park, FL 32789",712 Nicolet Ave,Apt 59,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"1105-Minnesota-Ave,-Winter-Park,-FL-32789","1105 Minnesota Ave, Winter Park, FL 32789",1105 Minnesota Ave,,Winter Park,FL,32789,Orange,28.589599,-81.36376,Single Family,,2.5,2005.0,,,12-22-29-5678-00-050,,,,,,,,,
"660-Jackson-Ave,-Ste-106,-Winter-Park,-FL-32789","660 Jackson Ave, Ste 106, Winter Park, FL 32789",660 Jackson Ave,Ste 106,Winter Park,FL,32789,Orange,28.592443,-81.370731,,,,,,,,,,,,,,,,
"400-S-Orlando-Ave,-Ste-101,-Winter-Park,-FL-32789","400 S Orlando Ave, Ste 101, Winter Park, FL 32789",400 S Orlando Ave,Ste 101,Winter Park,FL,32789,Orange,28.595238,-81.364834,,,,,,,,,,,,,,,,
"1242-Fairview-Ave,-Winter-Park,-FL-32789","1242 Fairview Ave, Winter Park, FL 32789",1242 Fairview Ave,,Winter Park,FL,32789,Orange,28.595492,-81.365742,,,,,,,,,,,,,,,,
"1568-Minnesota-Ave,-Winter-Park,-FL-32789","1568 Minnesota Ave, Winter Park, FL 32789",1568 Minnesota Ave,,Winter Park,FL,32789,Orange,28.589219,-81.371011,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-14,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 14, Winter Park, FL 32789",712 Nicolet Ave,Apt 14,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-47,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 47, Winter Park, FL 32789",712 Nicolet Ave,Apt 47,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"1101-Minnesota-Ave,-Winter-Park,-FL-32789","1101 Minnesota Ave, Winter Park, FL 32789",1101 Minnesota Ave,,Winter Park,FL,32789,Orange,28.589699,-81.363481,Single Family,,2.5,2005.0,,,12-22-29-5678-00-010,,,,,,,,,
"805-S-Orlando-Ave-Ste-M,-Winter-Park,-FL-32789","805 S Orlando Ave Ste M, Winter Park, FL 32789",805 S Orlando Ave Ste M,,Winter Park,FL,32789,Orange,28.590542,-81.367984,,,,,,,,,,,,,,,,
"1300-Fairview-Ave,-Winter-Park,-FL-32789","1300 Fairview Ave, Winter Park, FL 32789",1300 Fairview Ave,,Winter Park,FL,32789,Orange,28.595766,-81.366977,Single Family,4.0,3.0,1995.0,2477.0,10832.0,12-22-29-4172-05-091,KILLARNEY ESTATES RESURVEY L/9 BEG AT THE NE COR OF LOT 10 BLK 5 RUN S 125 FT TH S 75 DEG W 48.07 FT N 23 DEG W 148.84 FT TO,KILLARNEY ESTS RESURVEY,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 503912, 'land': 250000, 'improvements': 253912}, '2022': {'year': 2022, 'value': 519029}, '2023': {'year': 2023, 'value': 534600}, '2024': {'year': 2024, 'value': 550638}}","{'2021': {'year': 2021, 'total': 7328}, '2022': {'year': 2022, 'total': 7409}, '2023': {'year': 2023, 'total': 7758}, '2024': {'year': 2024, 'total': 8043}}","{'names': ['David L Dickerson', 'Sara L Swingle'], 'type': 'Individual', 'mailingAddress': {'id': '1300-Fairview-Ave,-Winter-Park,-FL-32789', 'formattedAddress': '1300 Fairview Ave, Winter Park, FL 32789', 'addressLine1': '1300 Fairview Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"2180-W-Fairbanks-Ave,-Winter-Park,-FL-32789","2180 W Fairbanks Ave, Winter Park, FL 32789",2180 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.592846,-81.378814,,,,,,,,,,,,,,,,
"1003-S-Orlando-Ave,-Winter-Park,-FL-32789","1003 S Orlando Ave, Winter Park, FL 32789",1003 S Orlando Ave,,Winter Park,FL,32789,Orange,28.588456,-81.365113,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-41,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 41, Winter Park, FL 32789",712 Nicolet Ave,Apt 41,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"935-Orange-Ave,-Ste-101,-Winter-Park,-FL-32789","935 Orange Ave, Ste 101, Winter Park, FL 32789",935 Orange Ave,Ste 101,Winter Park,FL,32789,Orange,28.590532,-81.360012,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-1110,-Winter-Park,-FL-32789","1099 Clay St, Apt 1110, Winter Park, FL 32789",1099 Clay St,Apt 1110,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"325-S-Orlando-Ave,-Ste-3-7,-Winter-Park,-FL-32789","325 S Orlando Ave, Ste 3-7, Winter Park, FL 32789",325 S Orlando Ave,Ste 3-7,Winter Park,FL,32789,Orange,28.595685,-81.365109,,,,,,,,,,,,,,,,
"1999-W-Fairbanks-Ave,-Ste-200,-Winter-Park,-FL-32789","1999 W Fairbanks Ave, Ste 200, Winter Park, FL 32789",1999 W Fairbanks Ave,Ste 200,Winter Park,FL,32789,Orange,28.593431,-81.376329,,,,,,,,,,,,,,,,
"1243-Minnesota-Ave,-Winter-Park,-FL-32789","1243 Minnesota Ave, Winter Park, FL 32789",1243 Minnesota Ave,,Winter Park,FL,32789,Orange,28.589656,-81.366954,,,,,,,,,,,,,,,,
"1934-W-Fairbanks-Ave,-Ste-100,-Winter-Park,-FL-32789","1934 W Fairbanks Ave, Ste 100, Winter Park, FL 32789",1934 W Fairbanks Ave,Ste 100,Winter Park,FL,32789,Orange,28.592666,-81.375313,,,,,,,,,,,,,,,,
"665-Harold-Ave-Ste-A,-Winter-Park,-FL-32789","665 Harold Ave Ste A, Winter Park, FL 32789",665 Harold Ave Ste A,,Winter Park,FL,32789,Orange,28.591343,-81.372053,,,,,,,,,,,,,,,,
"150-Killarney-Bay-Ct,-Winter-Park,-FL-32789","150 Killarney Bay Ct, Winter Park, FL 32789",150 Killarney Bay Ct,,Winter Park,FL,32789,Orange,28.600199,-81.367457,Single Family,,,1986.0,,,01-22-29-4180-05-050,,,,{'unitCount': 12},,,,,
"1601-Indiana-Ave,-Winter-Park,-FL-32789","1601 Indiana Ave, Winter Park, FL 32789",1601 Indiana Ave,,Winter Park,FL,32789,Orange,28.586901,-81.371353,,,,,,,,,,,,,,,,
"803-Orange-Ave,-Winter-Park,-FL-32789","803 Orange Ave, Winter Park, FL 32789",803 Orange Ave,,Winter Park,FL,32789,Orange,28.591264,-81.358686,,,,,,,,,,,,,,,,
"818-S-Orlando-Ave,-Winter-Park,-FL-32789","818 S Orlando Ave, Winter Park, FL 32789",818 S Orlando Ave,,Winter Park,FL,32789,Orange,28.590556,-81.364712,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-29,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 29, Winter Park, FL 32789",712 Nicolet Ave,Apt 29,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-906,-Winter-Park,-FL-32789","1099 Clay St, Apt 906, Winter Park, FL 32789",1099 Clay St,Apt 906,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"140-Killarney-Bay-Ct,-Winter-Park,-FL-32789","140 Killarney Bay Ct, Winter Park, FL 32789",140 Killarney Bay Ct,,Winter Park,FL,32789,Orange,28.600199,-81.367457,Single Family,,,1986.0,,,01-22-29-4180-05-040,,,,{'unitCount': 6},,,,,
"707-Nicolet-Ave,-Ste-105,-Winter-Park,-FL-32789","707 Nicolet Ave, Ste 105, Winter Park, FL 32789",707 Nicolet Ave,Ste 105,Winter Park,FL,32789,Orange,28.591401,-81.370014,,,,,,,,,,,,,,,,
"690-S-Orlando-Ave,-Winter-Park,-FL-32789","690 S Orlando Ave, Winter Park, FL 32789",690 S Orlando Ave,,Winter Park,FL,32789,Orange,28.592265,-81.36485,,,,,,,,,,,,,,,,
"821-Orange-Ave,-Winter-Park,-FL-32789","821 Orange Ave, Winter Park, FL 32789",821 Orange Ave,,Winter Park,FL,32789,Orange,28.591143,-81.358856,,,,,,,,,,,,,,,,
"325-S-Orlando-Ave,-Ste-3-1,-Winter-Park,-FL-32789","325 S Orlando Ave, Ste 3-1, Winter Park, FL 32789",325 S Orlando Ave,Ste 3-1,Winter Park,FL,32789,Orange,28.595685,-81.365109,,,,,,,,,,,,,,,,
"950-Oak-Pl,-Winter-Park,-FL-32789","950 Oak Pl, Winter Park, FL 32789",950 Oak Pl,,Winter Park,FL,32789,Orange,28.588685,-81.3626,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-88,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 88, Winter Park, FL 32789",712 Nicolet Ave,Apt 88,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"2003-Harmon-Ave,-Winter-Park,-FL-32789","2003 Harmon Ave, Winter Park, FL 32789",2003 Harmon Ave,,Winter Park,FL,32789,Orange,28.586138,-81.376044,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-87,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 87, Winter Park, FL 32789",712 Nicolet Ave,Apt 87,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-305,-Winter-Park,-FL-32789","1099 Clay St, Apt 305, Winter Park, FL 32789",1099 Clay St,Apt 305,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"935-Orange-Ave,-Ste-103,-Winter-Park,-FL-32789","935 Orange Ave, Ste 103, Winter Park, FL 32789",935 Orange Ave,Ste 103,Winter Park,FL,32789,Orange,28.590532,-81.360012,,,,,,,,,,,,,,,,
"809-S-Orlando-Ave-Ste-D,-Winter-Park,-FL-32789","809 S Orlando Ave Ste D, Winter Park, FL 32789",809 S Orlando Ave Ste D,,Winter Park,FL,32789,Orange,28.590769,-81.367489,,,,,,,,,,,,,,,,
"925-S-Denning-Dr,-Ste-4,-Winter-Park,-FL-32789","925 S Denning Dr, Ste 4, Winter Park, FL 32789",925 S Denning Dr,Ste 4,Winter Park,FL,32789,Orange,28.589627,-81.361008,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-45,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 45, Winter Park, FL 32789",712 Nicolet Ave,Apt 45,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"886-Jackson-Ave-Ste-H,-Winter-Park,-FL-32789","886 Jackson Ave Ste H, Winter Park, FL 32789",886 Jackson Ave Ste H,,Winter Park,FL,32789,Orange,28.589566,-81.37068,,,,,,,,,,,,,,,,
"1931-Staunton-Ave,-Winter-Park,-FL-32789","1931 Staunton Ave, Winter Park, FL 32789",1931 Staunton Ave,,Winter Park,FL,32789,Orange,28.596034,-81.375655,Single Family,3.0,2.0,1944.0,1355.0,15491.0,12-22-29-4076-08-230,KAROLINA ON KILLARNEY M/105 LOTS 23 & 24 BLK H,KAROLINA ON KILLARNEY,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 1, 'unitCount': 1}","{'2021': {'year': 2021, 'value': 266683, 'land': 139900, 'improvements': 126783}, '2023': {'year': 2023, 'value': 370545, 'land': 185000, 'improvements': 185545}, '2024': {'year': 2024, 'value': 406430, 'land': 195000, 'improvements': 211430}}","{'2021': {'year': 2021, 'total': 5015}, '2023': {'year': 2023, 'total': 6222}, '2024': {'year': 2024, 'total': 7015}}","{'names': ['Mize,betty J Trust'], 'type': 'Individual', 'mailingAddress': {'id': '211-Park-Lake-St,-Orlando,-FL-32803', 'formattedAddress': '211 Park Lake St, Orlando, FL 32803', 'addressLine1': '211 Park Lake St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32803'}}",False,
"1099-Clay-St,-Apt-303,-Winter-Park,-FL-32789","1099 Clay St, Apt 303, Winter Park, FL 32789",1099 Clay St,Apt 303,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"805-S-Orlando-Ave-Ste-C,-Winter-Park,-FL-32789","805 S Orlando Ave Ste C, Winter Park, FL 32789",805 S Orlando Ave Ste C,,Winter Park,FL,32789,Orange,28.590542,-81.367984,,,,,,,,,,,,,,,,
"843-Orange-Ave,-Winter-Park,-FL-32789","843 Orange Ave, Winter Park, FL 32789",843 Orange Ave,,Winter Park,FL,32789,Orange,28.591059,-81.358955,,,,,,,,,,,,,,,,
"325-S-Orlando-Ave,-Ste-3-3,-Winter-Park,-FL-32789","325 S Orlando Ave, Ste 3-3, Winter Park, FL 32789",325 S Orlando Ave,Ste 3-3,Winter Park,FL,32789,Orange,28.595685,-81.365109,,,,,,,,,,,,,,,,
"807-S-Orlando-Ave-Ste-B,-Winter-Park,-FL-32789","807 S Orlando Ave Ste B, Winter Park, FL 32789",807 S Orlando Ave Ste B,,Winter Park,FL,32789,Orange,28.590263,-81.368531,,,,,,,,,,,,,,,,
"2020-W-Fairbanks-Ave,-Ste-105,-Winter-Park,-FL-32789","2020 W Fairbanks Ave, Ste 105, Winter Park, FL 32789",2020 W Fairbanks Ave,Ste 105,Winter Park,FL,32789,Orange,28.593166,-81.376733,,,,,,,,,,,,,,,,
"1350-Orange-Ave,-Ste-233,-Winter-Park,-FL-32789","1350 Orange Ave, Ste 233, Winter Park, FL 32789",1350 Orange Ave,Ste 233,Winter Park,FL,32789,Orange,28.586199,-81.363805,,,,,,,,,,,,,,,,
"1600-W-Fairbanks-Ave,-Winter-Park,-FL-32789","1600 W Fairbanks Ave, Winter Park, FL 32789",1600 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.592634,-81.371301,,,,,,,,,,,,,,,,
"336-Grove-Ave-Ste-A,-Winter-Park,-FL-32789","336 Grove Ave Ste A, Winter Park, FL 32789",336 Grove Ave Ste A,,Winter Park,FL,32789,Orange,28.595215,-81.365786,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-603,-Winter-Park,-FL-32789","1099 Clay St, Apt 603, Winter Park, FL 32789",1099 Clay St,Apt 603,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"472-Broadview-Ave,-Apt-9,-Winter-Park,-FL-32789","472 Broadview Ave, Apt 9, Winter Park, FL 32789",472 Broadview Ave,Apt 9,Winter Park,FL,32789,Orange,28.594631,-81.36635,,,,,,,,,,,,,,,,
"670-Nicolet-Ave,-Winter-Park,-FL-32789","670 Nicolet Ave, Winter Park, FL 32789",670 Nicolet Ave,,Winter Park,FL,32789,Orange,28.591671,-81.369706,,,,,,,,,,,,,,,,
"955-Aragon-Ave-Apt-C,-Winter-Park,-FL-32789","955 Aragon Ave Apt C, Winter Park, FL 32789",955 Aragon Ave Apt C,,Winter Park,FL,32789,Orange,28.591071,-81.361805,,,,,,,,,,,,,,,,
"742-Clay-St,-Ste-A,-Winter-Park,-FL-32789","742 Clay St, Ste A, Winter Park, FL 32789",742 Clay St,Ste A,Winter Park,FL,32789,Orange,28.59131,-81.373258,,,,,,,,,,,,,,,,
"851-Orange-Ave,-Winter-Park,-FL-32789","851 Orange Ave, Winter Park, FL 32789",851 Orange Ave,,Winter Park,FL,32789,Orange,28.591015,-81.358976,,,,,,,,,,,,,,,,
"151-N-Orlando-Ave,-Apt-151,-Winter-Park,-FL-32789","151 N Orlando Ave, Apt 151, Winter Park, FL 32789",151 N Orlando Ave,Apt 151,Winter Park,FL,32789,Orange,28.599028,-81.365295,Condo,1.0,1.0,1960.0,582.0,,012229453500151,LAKE KILLARNEY CONDO CB 2/62 UNIT 151,LAKE KILLARNEY CONDO,R-3,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Composition', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 79700, 'land': 15940, 'improvements': 63760}}","{'2018': {'year': 2018, 'total': 613}}","{'names': ['', ''], 'mailingAddress': {'id': '670-Lake-Ave,-Maitland,-FL-32751', 'addressLine1': '670 Lake Ave', 'addressLine2': None, 'city': 'Maitland', 'state': 'FL', 'zipCode': '32751'}}",False,
"260-Killarney-Bay-Ct,-Winter-Park,-FL-32789","260 Killarney Bay Ct, Winter Park, FL 32789",260 Killarney Bay Ct,,Winter Park,FL,32789,Orange,28.600199,-81.367457,Single Family,,,1986.0,,,01-22-29-4180-06-060,,,,{'unitCount': 12},,,,,
"964-S-Orlando-Ave,-Winter-Park,-FL-32789","964 S Orlando Ave, Winter Park, FL 32789",964 S Orlando Ave,,Winter Park,FL,32789,Orange,28.5887,-81.364977,,,,,,,,,,,,,,,,
"813-Orange-Ave,-Winter-Park,-FL-32789","813 Orange Ave, Winter Park, FL 32789",813 Orange Ave,,Winter Park,FL,32789,Orange,28.591161,-81.358807,,,,,,,,,,,,,,,,
"1713-W-Fairbanks-Ave,-Winter-Park,-FL-32789","1713 W Fairbanks Ave, Winter Park, FL 32789",1713 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593465,-81.372484,,,,,,,,,,,,,,,,
"1766-Minnesota-Ave,-Winter-Park,-FL-32789","1766 Minnesota Ave, Winter Park, FL 32789",1766 Minnesota Ave,,Winter Park,FL,32789,Orange,28.589293,-81.37205,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-411,-Winter-Park,-FL-32789","1099 Clay St, Apt 411, Winter Park, FL 32789",1099 Clay St,Apt 411,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"1632-Minnesota-Ave,-Winter-Park,-FL-32789","1632 Minnesota Ave, Winter Park, FL 32789",1632 Minnesota Ave,,Winter Park,FL,32789,Orange,28.589502,-81.371356,Single Family,2.0,1.0,1958.0,894.0,,12-22-29-4996-03-110,,,,{'heating': True},,,,,
"1983-Staunton-Ave,-Winter-Park,-FL-32789","1983 Staunton Ave, Winter Park, FL 32789",1983 Staunton Ave,,Winter Park,FL,32789,Orange,28.596038,-81.377309,Single Family,3.0,3.0,1949.0,2117.0,6999.0,12-22-29-4076-08-130,KAROLINA ON KILLARNEY M/105 LOT 13 BLK H,KAROLINA ON KILLARNEY,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 145167}, '2022': {'year': 2022, 'value': 149522}, '2023': {'year': 2023, 'value': 154008}, '2024': {'year': 2024, 'value': 158628}}","{'2021': {'year': 2021, 'total': 1940}, '2022': {'year': 2022, 'total': 1982}, '2023': {'year': 2023, 'total': 2009}, '2024': {'year': 2024, 'total': 2164}}","{'names': ['Richard A Lewis'], 'type': 'Individual', 'mailingAddress': {'id': '1983-Staunton-Ave,-Winter-Park,-FL-32789', 'formattedAddress': '1983 Staunton Ave, Winter Park, FL 32789', 'addressLine1': '1983 Staunton Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"959-W-Fairbanks-Ave,-Winter-Park,-FL-32789","959 W Fairbanks Ave, Winter Park, FL 32789",959 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593206,-81.361805,,,,,,,,,,,,,,,,
"1031-W-Morse-Blvd,-Ste-280,-Winter-Park,-FL-32789","1031 W Morse Blvd, Ste 280, Winter Park, FL 32789",1031 W Morse Blvd,Ste 280,Winter Park,FL,32789,Orange,28.598398,-81.362861,,,,,,,,,,,,,,,,
"745-Holt-Ave,-Winter-Park,-FL-32789","745 Holt Ave, Winter Park, FL 32789",745 Holt Ave,,Winter Park,FL,32789,Orange,28.591967,-81.358637,,,,,,,,,,,,,,,,
"1444-W-Fairbanks-Ave,-Winter-Park,-FL-32789","1444 W Fairbanks Ave, Winter Park, FL 32789",1444 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.59289,-81.368514,,,,,,,,,,,,,,,,
"1781-W-Fairbanks-Ave,-Winter-Park,-FL-32789","1781 W Fairbanks Ave, Winter Park, FL 32789",1781 W Fairbanks Ave,,Winter Park,FL,32789,Orange,28.593297,-81.372911,,,,,,,,,,,,,,,,
"340-Killarney-Bay-Ct,-Winter-Park,-FL-32789","340 Killarney Bay Ct, Winter Park, FL 32789",340 Killarney Bay Ct,,Winter Park,FL,32789,Orange,28.600199,-81.367457,Single Family,,,1986.0,,,01-22-29-4180-04-040,,,,{'unitCount': 11},,,,,
"780-Cherry-St,-Ste-2,-Winter-Park,-FL-32789","780 Cherry St, Ste 2, Winter Park, FL 32789",780 Cherry St,Ste 2,Winter Park,FL,32789,Orange,28.5905,-81.372578,,,,,,,,,,,,,,,,
"1350-Orange-Ave,-Ste-236,-Winter-Park,-FL-32789","1350 Orange Ave, Ste 236, Winter Park, FL 32789",1350 Orange Ave,Ste 236,Winter Park,FL,32789,Orange,28.586199,-81.363805,,,,,,,,,,,,,,,,
"151-N-Orlando-Ave,-Apt-123,-Winter-Park,-FL-32789","151 N Orlando Ave, Apt 123, Winter Park, FL 32789",151 N Orlando Ave,Apt 123,Winter Park,FL,32789,Orange,28.599028,-81.365295,Condo,2.0,1.0,1960.0,710.0,768.0,01-22-29-4535-00-123,LAKE KILLARNEY CONDO CB 2/62 UNIT 123,LAKE KILLARNEY CONDO,R-3,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Composition', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 145600, 'land': 29120, 'improvements': 116480}, '2022': {'year': 2022, 'value': 145600, 'land': 29120, 'improvements': 116480}, '2023': {'year': 2023, 'value': 191700, 'land': 38340, 'improvements': 153360}}","{'2021': {'year': 2021, 'total': 1801}, '2022': {'year': 2022, 'total': 1839}, '2023': {'year': 2023, 'total': 2305}}","{'names': ['FRANKLIN STIVERS'], 'mailingAddress': {'id': '115-Dogwood-Trl,-London,-KY-40741', 'formattedAddress': '115 Dogwood Trl, London, KY 40741', 'addressLine1': '115 Dogwood Trl', 'addressLine2': None, 'city': 'London', 'state': 'KY', 'zipCode': '40741'}}",False,
"1313-W-Fairbanks-Ave-Ste-B,-Winter-Park,-FL-32789","1313 W Fairbanks Ave Ste B, Winter Park, FL 32789",1313 W Fairbanks Ave Ste B,,Winter Park,FL,32789,Orange,28.593263,-81.367229,,,,,,,,,,,,,,,,
"1350-Orange-Ave,-Ste-248,-Winter-Park,-FL-32789","1350 Orange Ave, Ste 248, Winter Park, FL 32789",1350 Orange Ave,Ste 248,Winter Park,FL,32789,Orange,28.586199,-81.363805,,,,,,,,,,,,,,,,
"130-Killarney-Bay-Ct,-Winter-Park,-FL-32789","130 Killarney Bay Ct, Winter Park, FL 32789",130 Killarney Bay Ct,,Winter Park,FL,32789,Orange,28.600199,-81.367457,Single Family,,,1986.0,,,01-22-29-4180-05-030,,,,{'unitCount': 6},,,,,
"1099-Clay-St,-Apt-505,-Winter-Park,-FL-32789","1099 Clay St, Apt 505, Winter Park, FL 32789",1099 Clay St,Apt 505,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-1404,-Winter-Park,-FL-32789","1099 Clay St, Apt 1404, Winter Park, FL 32789",1099 Clay St,Apt 1404,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"2020-W-Fairbanks-Ave,-Ste-102,-Winter-Park,-FL-32789","2020 W Fairbanks Ave, Ste 102, Winter Park, FL 32789",2020 W Fairbanks Ave,Ste 102,Winter Park,FL,32789,Orange,28.593166,-81.376733,,,,,,,,,,,,,,,,
"1298-Minnesota-Ave-Ste-E,-Winter-Park,-FL-32789","1298 Minnesota Ave Ste E, Winter Park, FL 32789",1298 Minnesota Ave Ste E,,Winter Park,FL,32789,Orange,28.589334,-81.366979,,,,,,,,,,,,,,,,
"1081-W-Morse-Blvd,-Winter-Park,-FL-32789","1081 W Morse Blvd, Winter Park, FL 32789",1081 W Morse Blvd,,Winter Park,FL,32789,Orange,28.598815,-81.363636,,,,,,,,,,,,,,,,
"1350-Orange-Ave,-Ste-228,-Winter-Park,-FL-32789","1350 Orange Ave, Ste 228, Winter Park, FL 32789",1350 Orange Ave,Ste 228,Winter Park,FL,32789,Orange,28.586199,-81.363805,,,,,,,,,,,,,,,,
"829-Orange-Ave,-Winter-Park,-FL-32789","829 Orange Ave, Winter Park, FL 32789",829 Orange Ave,,Winter Park,FL,32789,Orange,28.591099,-81.358877,,,,,,,,,,,,,,,,
"1099-Clay-St,-Apt-907,-Winter-Park,-FL-32789","1099 Clay St, Apt 907, Winter Park, FL 32789",1099 Clay St,Apt 907,Winter Park,FL,32789,Orange,28.589011,-81.374089,,,,,,,,,,,,,,,,
"1405-Pelham-Rd,-Apt-A,-Winter-Park,-FL-32789","1405 Pelham Rd, Apt A, Winter Park, FL 32789",1405 Pelham Rd,Apt A,Winter Park,FL,32789,Orange,28.584399,-81.371442,,,,,,,,,,,,,,,,
"712-Nicolet-Ave,-Apt-95,-Winter-Park,-FL-32789","712 Nicolet Ave, Apt 95, Winter Park, FL 32789",712 Nicolet Ave,Apt 95,Winter Park,FL,32789,Orange,28.591558,-81.369645,,,,,,,,,,,,,,,,
"1222-Orange-Ave-Ste-A,-Winter-Park,-FL-32789","1222 Orange Ave Ste A, Winter Park, FL 32789",1222 Orange Ave Ste A,,Winter Park,FL,32789,Orange,28.588132,-81.36219,,,,,,,,,,,,,,,,
"227-S-Orlando-Ave,-Ste-1A,-Winter-Park,-FL-32789","227 S Orlando Ave, Ste 1A, Winter Park, FL 32789",227 S Orlando Ave,Ste 1A,Winter Park,FL,32789,Orange,28.596292,-81.365309,,,,,,,,,,,,,,,,
